Date,Price,Open,High,Low,Vol.,Change %
29-Dec-97,333.75,339,340.5,333.5,6.40K,-1.18%
26-Dec-97,337.75,337.5,339.5,336.5,1.82K,0.15%
24-Dec-97,337.25,335,340.25,334.5,4.41K,0.45%
23-Dec-97,335.75,334,336.5,332.5,4.09K,0.83%
22-Dec-97,333,334,338,332,7.84K,3.58%
19-Dec-97,321.5,322,322.5,320,0.11K,0.39%
18-Dec-97,320.25,330,330,320.25,0.06K,-3.68%
17-Dec-97,332.5,331.5,333,331.25,0.03K,0.30%
16-Dec-97,331.5,332,332.5,330.5,0.03K,0.76%
15-Dec-97,329,330,331.5,327,0.04K,-0.53%
12-Dec-97,330.75,340,340,330.75,0.16K,-1.85%
11-Dec-97,337,343.5,343.5,337,0.16K,-2.18%
10-Dec-97,344.5,345.5,345.5,342.75,0.45K,0.00%
9-Dec-97,344.5,348,349.5,344.5,1.33K,-0.65%
8-Dec-97,346.75,346,347.5,345.5,1.25K,0.80%
5-Dec-97,344,342,345.5,339,2.38K,1.10%
4-Dec-97,340.25,339,341,338.75,3.54K,0.44%
3-Dec-97,338.75,339.75,343,338,3.42K,-0.73%
2-Dec-97,341.25,345,347,340.5,4.10K,-0.87%
1-Dec-97,344.25,341.75,348,341,6.07K,0.73%
28-Nov-97,341.75,339.5,342,338,6.10K,0.74%
26-Nov-97,339.25,335,342,334,16.55K,1.27%
25-Nov-97,335,340.5,340.5,334,14.21K,-1.54%
24-Nov-97,340.25,342.5,345,339,8.11K,-0.87%
21-Nov-97,343.25,338.5,344,338.5,5.91K,1.10%
20-Nov-97,339.5,339.5,342,339,8.35K,-0.22%
19-Nov-97,340.25,345.5,345.75,340,9.27K,-1.59%
18-Nov-97,345.75,344.5,348,343.5,10.20K,0.07%
17-Nov-97,345.5,340,346.75,339,10.58K,1.62%
14-Nov-97,340,341.25,342.5,339.5,11.95K,-0.44%
13-Nov-97,341.5,345,346.5,341,15.78K,-0.94%
12-Nov-97,344.75,349.75,350.5,344.5,14.29K,-1.36%
11-Nov-97,349.5,350,353.5,349,10.88K,-0.14%
10-Nov-97,350,357,357,347,22.09K,-2.23%
7-Nov-97,358,359,359.5,355.25,10.07K,0.00%
6-Nov-97,358,355.5,358.5,352,13.04K,0.63%
5-Nov-97,355.75,359,360,355,10.33K,-0.97%
4-Nov-97,359.25,363,364.5,359,8.40K,-1.10%
3-Nov-97,363.25,360.5,364.5,358.5,8.86K,6.29%
1-Nov-97,341.75,360.5,364.5,334,214.97K,-5.20%
31-Oct-97,360.5,359.5,362.5,358.25,6.65K,0.21%
30-Oct-97,359.75,358,361.5,355,11.56K,0.28%
29-Oct-97,358.75,361.25,365,358.5,7.02K,-0.62%
28-Oct-97,361,359,361.5,355.5,14.13K,-0.14%
27-Oct-97,361.5,370,372.75,360,15.41K,-2.03%
24-Oct-97,369,366.5,371.5,366,9.19K,0.61%
23-Oct-97,366.75,373,373.5,366.5,10.06K,-1.94%
22-Oct-97,374,376,379.5,371.5,15.47K,-0.53%
21-Oct-97,376,371,377,369.5,16.98K,1.48%
20-Oct-97,370.5,362.5,371,362,14.87K,2.00%
17-Oct-97,363.25,365,366,362.5,8.49K,-0.55%
16-Oct-97,365.25,369.75,372.5,365,9.84K,-1.22%
15-Oct-97,369.75,365,373,363,10.58K,0.89%
14-Oct-97,366.5,370.5,371,365,10.15K,-1.28%
13-Oct-97,371.25,366,373.5,364.5,11.34K,1.64%
10-Oct-97,365.25,368.75,374,364,16.90K,-0.95%
9-Oct-97,368.75,362.75,372,362,16.43K,1.65%
8-Oct-97,362.75,366,368,361.5,13.43K,-0.82%
7-Oct-97,365.75,355,367.5,354,25.24K,2.96%
6-Oct-97,355.25,358,359.5,353,8.83K,-0.70%
3-Oct-97,357.75,355,360,354,12.75K,0.85%
2-Oct-97,354.75,351,357,348.5,15.34K,1.14%
1-Oct-97,350.75,354.5,355.75,350.5,12.36K,-0.99%
30-Sep-97,354.25,359,361,354,14.63K,-1.32%
29-Sep-97,359,356,360,354.5,12.28K,0.49%
26-Sep-97,357.25,365.75,365.75,357,20.45K,-2.32%
25-Sep-97,365.75,365.75,366.5,363,7.30K,0.14%
24-Sep-97,365.25,367,369.5,362.5,11.08K,-0.48%
23-Sep-97,367,364,367.5,363.5,7.86K,0.75%
22-Sep-97,364.25,368,368.5,362,10.58K,3.19%
19-Sep-97,353,354,357,353,0.08K,-0.28%
18-Sep-97,354,360,366,353,0.05K,-1.94%
17-Sep-97,361,355,361,354,0.28K,0.84%
16-Sep-97,358,358.5,359,356,0.12K,0.56%
15-Sep-97,356,358.5,359,352.5,0.35K,-0.70%
12-Sep-97,358.5,364,364,357,0.40K,-1.51%
11-Sep-97,364,364,366.5,362,1.54K,-0.68%
10-Sep-97,366.5,368.5,369.5,365.5,1.62K,-0.41%
9-Sep-97,368,365,369.5,363.5,2.10K,0.82%
8-Sep-97,365,370,370,363,2.63K,-1.95%
5-Sep-97,372.25,369.5,376,369,3.09K,0.13%
4-Sep-97,371.75,372,376,370.5,3.36K,-0.80%
3-Sep-97,374.75,381,384,373.5,4.76K,-0.79%
2-Sep-97,377.75,376,379.75,372.5,4.79K,6.63%
1-Sep-97,354.25,376,384,352.5,109.35K,-6.35%
29-Aug-97,378.25,375.25,382,374.5,3.92K,0.60%
28-Aug-97,376,371.5,378,368.75,10.87K,1.28%
27-Aug-97,371.25,363.5,372,362.5,10.73K,1.99%
26-Aug-97,364,365,366.75,363,5.37K,-0.34%
25-Aug-97,365.25,368.5,368.5,361,3.92K,-0.95%
22-Aug-97,368.75,368.25,372.5,368,6.88K,-0.20%
21-Aug-97,369.5,363.5,370,363.5,5.72K,1.72%
20-Aug-97,363.25,360.5,365,360.5,5.26K,0.69%
19-Aug-97,360.75,357.75,362,357.75,3.31K,0.91%
18-Aug-97,357.5,353.5,359.5,353,3.21K,0.99%
15-Aug-97,354,354.75,358,351.5,5.58K,-0.35%
14-Aug-97,355.25,361.25,361.25,355,4.09K,-1.66%
13-Aug-97,361.25,360,363.25,355.5,7.66K,0.07%
12-Aug-97,361,364,373,360.5,11.15K,-0.76%
11-Aug-97,363.75,366.75,367.25,362,6.86K,-0.95%
8-Aug-97,367.25,363.25,368,362,7.69K,1.10%
7-Aug-97,363.25,362.25,367,358,7.99K,0.28%
6-Aug-97,362.25,353.25,363,353.25,6.68K,2.55%
5-Aug-97,353.25,353.75,354,348,5.90K,-0.42%
4-Aug-97,354.75,362,367,353.5,8.23K,-1.87%
1-Aug-97,361.5,362,363.5,358,4.87K,-0.14%
31-Jul-97,362,356,364,353,9.27K,1.61%
30-Jul-97,356.25,358,360,352,6.90K,-0.49%
29-Jul-97,358,357.5,360.5,355,5.85K,0.14%
28-Jul-97,357.5,355.5,364,355.25,8.16K,-0.28%
25-Jul-97,358.5,358,361,353.5,9.41K,0.00%
24-Jul-97,358.5,357,359,353,11.59K,0.49%
23-Jul-97,356.75,350,359,349.75,18.52K,4.31%
22-Jul-97,342,338,342,338,0.43K,2.86%
21-Jul-97,332.5,323.5,332.5,323.5,0.20K,1.22%
18-Jul-97,328.5,328,330,327,0.35K,1.08%
17-Jul-97,325,324,327,323,0.48K,0.00%
16-Jul-97,325,330,330,325,1.11K,-2.11%
15-Jul-97,332,328.5,334,325.5,2.57K,0.91%
14-Jul-97,329,330,335,327,0.35K,2.17%
11-Jul-97,322,317.5,325.5,315,0.32K,0.16%
10-Jul-97,321.5,326,326,321,0.71K,-1.30%
9-Jul-97,325.75,317.5,330,317.5,2.11K,2.92%
8-Jul-97,316.5,314,319.5,313,2.33K,0.96%
7-Jul-97,313.5,318.75,318.75,313,1.82K,-2.11%
3-Jul-97,320.25,322,324.5,320,2.77K,-1.16%
2-Jul-97,324,322.5,330,321.5,3.13K,0.47%
1-Jul-97,322.5,324,328,322,2.74K,-0.39%
30-Jun-97,323.75,325.75,327,319.5,6.30K,-0.61%
27-Jun-97,325.75,333.5,333.5,325,16.83K,-2.18%
26-Jun-97,333,332,335,331,9.18K,0.38%
25-Jun-97,331.75,329.5,335,329.5,8.03K,-0.23%
24-Jun-97,332.5,329.5,335.5,328.5,11.24K,0.83%
23-Jun-97,329.75,331.5,334,328,9.02K,-1.49%
20-Jun-97,334.75,337,339,332.25,13.14K,-0.67%
19-Jun-97,337,339,340,336,10.20K,-0.52%
18-Jun-97,338.75,343.75,344.5,338.5,10.33K,-1.45%
17-Jun-97,343.75,342.5,346,342,8.42K,0.29%
16-Jun-97,342.75,351,353,342.5,12.21K,-2.77%
