caldt,vwretd,vwretx,ewretd,ewretx,totval,spindx,sprtrn
19660726,-0.001461,-0.001542,-0.004900,-0.005092,384011097.00,83.70,-0.001551
19660727,0.004955,0.004736,0.005956,0.005752,385829704.00,84.10,0.004779
19660728,-0.003750,-0.003768,-0.004023,-0.004047,384375968.00,83.77,-0.003924
19660729,-0.002038,-0.002038,-0.000708,-0.000708,383490284.00,83.60,-0.002029
19660801,-0.015338,-0.015454,-0.015719,-0.015811,377563942.00,82.31,-0.015431
19660802,0.000889,0.000129,-0.001202,-0.001590,377612611.00,82.33,0.000243
19660803,0.009972,0.009823,0.010012,0.009813,381320588.00,83.15,0.009960
19660804,0.009679,0.009645,0.007886,0.007861,384998264.00,83.93,0.009381
19660805,0.001227,0.000900,0.002769,0.002495,385347317.00,84.00,0.000834
19660808,-0.001707,-0.002909,-0.003158,-0.003346,384226478.00,83.75,-0.002976
19660809,-0.002860,-0.003272,0.000296,-0.000044,382969332.00,83.49,-0.003104
19660810,-0.004282,-0.004518,-0.005781,-0.006246,381238989.00,83.11,-0.004551
19660811,-0.000962,-0.001039,-0.001127,-0.001257,380842954.00,83.02,-0.001083
19660812,0.001830,0.001758,0.001613,0.001475,381512457.00,83.17,0.001807
19660815,-0.005190,-0.005245,-0.003328,-0.003527,379350199.00,82.74,-0.005170
19660816,-0.012953,-0.013312,-0.011381,-0.011853,374459022.00,81.63,-0.013416
19660817,-0.005375,-0.005646,-0.007660,-0.007873,372344935.00,81.18,-0.005513
19660818,-0.012751,-0.012772,-0.012608,-0.012653,367589216.00,80.16,-0.012565
19660819,-0.006693,-0.006700,-0.008082,-0.008111,365126422.00,79.62,-0.006737
19660822,-0.017329,-0.017366,-0.018219,-0.018337,358785731.00,78.24,-0.017332
19660823,-0.001464,-0.001590,-0.000368,-0.000607,358215283.00,78.11,-0.001662
19660824,0.012647,0.012552,0.011632,0.011516,362711548.00,79.07,0.012290
19660825,-0.012418,-0.012454,-0.012288,-0.012438,358194178.00,78.06,-0.012773
19660826,-0.021184,-0.021341,-0.023216,-0.023457,350549807.00,76.41,-0.021138
19660829,-0.023377,-0.024535,-0.028413,-0.028971,341944064.00,74.53,-0.024604
19660830,0.017871,0.017792,0.012713,0.012455,348028043.00,75.86,0.017845
19660831,0.016726,0.016499,0.017852,0.017556,353773060.00,77.10,0.016346
19660901,0.007964,0.007939,0.004159,0.004022,356581823.00,77.70,0.007782
19660902,-0.003585,-0.003595,-0.001111,-0.001178,355299965.00,77.42,-0.003604
19660906,-0.005613,-0.005935,-0.003913,-0.004468,353191278.00,76.96,-0.005942
19660907,-0.007997,-0.008073,-0.010600,-0.010858,350340134.00,76.34,-0.008056
19660908,-0.003961,-0.003996,-0.001803,-0.001935,348940100.00,76.05,-0.003799
19660909,0.002857,0.002818,0.004593,0.004580,349923443.00,76.29,0.003156
19660912,0.021559,0.021431,0.019966,0.019661,357434815.00,77.91,0.021235
19660913,0.005571,0.005270,0.006220,0.005784,359318594.00,78.32,0.005262
19660914,0.010127,0.010111,0.005499,0.005466,362951594.00,79.13,0.010342
19660915,0.011955,0.011929,0.006867,0.006746,367281208.00,80.08,0.012006
19660916,-0.000734,-0.000741,0.002272,0.002238,367009126.00,79.99,-0.001124
19660919,-0.005071,-0.005163,-0.003294,-0.003377,365167958.00,79.59,-0.005001
19660920,-0.006904,-0.006989,-0.005023,-0.005130,361940817.00,79.04,-0.006910
19660921,-0.016985,-0.016991,-0.015331,-0.015375,355790902.00,77.71,-0.016827
19660922,0.002800,0.002782,0.001697,0.001667,356780643.00,77.94,0.002960
19660923,-0.003330,-0.003360,-0.002629,-0.002662,355581924.00,77.67,-0.003464
19660926,0.002617,0.002617,0.000785,0.000785,356512514.00,77.86,0.002446
19660927,0.003108,0.002978,0.000931,0.000659,357574238.00,78.10,0.003082
19660928,-0.012819,-0.012829,-0.009781,-0.009817,352982438.00,77.11,-0.012676
19660929,-0.010481,-0.010481,-0.012231,-0.012231,349393596.00,76.31,-0.010375
19660930,0.003394,0.003312,0.000666,0.000597,350550909.00,76.56,0.003276
19661003,-0.021792,-0.021792,-0.019645,-0.019645,342911667.00,74.90,-0.021682
19661004,0.002793,0.002731,-0.004095,-0.004257,343848192.00,75.10,0.002670
19661005,-0.005443,-0.005543,-0.007351,-0.007544,341942344.00,74.69,-0.005459
19661006,-0.008532,-0.008536,-0.012119,-0.012174,339005998.00,74.05,-0.008569
19661007,-0.011675,-0.011699,-0.013600,-0.013620,335039799.00,73.20,-0.011479
19661010,0.018309,0.018169,0.011537,0.011299,341127274.00,74.53,0.018169
19661011,0.005027,0.004974,0.006444,0.006285,342824056.00,74.91,0.005099
19661012,0.028788,0.028788,0.020414,0.020414,352693201.00,77.04,0.028434
19661013,-0.001810,-0.001892,0.002317,0.002267,352124082.00,76.89,-0.001947
19661014,-0.003797,-0.003807,-0.000254,-0.000278,350783617.00,76.60,-0.003772
19661017,0.011402,0.011329,0.007472,0.007353,354694903.00,77.47,0.011358
19661018,0.015887,0.015783,0.015157,0.015087,360361010.00,78.68,0.015619
19661019,-0.008024,-0.008027,-0.004438,-0.004453,357468313.00,78.05,-0.008007
19661020,-0.002716,-0.002726,-0.002602,-0.002618,356493945.00,77.84,-0.002691
19661021,0.004324,0.004324,-0.000731,-0.000731,358035486.00,78.19,0.004496
19661024,0.003029,0.003029,0.000174,0.000174,359119812.00,78.42,0.002942
19661025,0.006319,0.006146,0.001935,0.001782,361327025.00,78.90,0.006121
19661026,0.008564,0.008529,0.012219,0.012127,364408902.00,79.58,0.008619
19661027,0.008273,0.008173,0.008951,0.008734,367387158.00,80.23,0.008168
19661028,0.000034,0.000029,0.005245,0.005237,367397649.00,80.24,0.000125
19661031,-0.000330,-0.000435,0.001058,0.000995,367237695.00,80.20,-0.000499
19661101,0.008516,0.007619,0.008278,0.007750,370035858.00,80.81,0.007606
19661102,0.001218,0.000964,0.000967,0.000725,370386006.00,80.88,0.000866
19661103,-0.003655,-0.003851,-0.002380,-0.002412,368959811.00,80.56,-0.003956
19661104,0.004355,0.003222,0.003248,0.002554,370148739.00,80.81,0.003103
19661107,-0.000649,-0.000855,0.001272,0.001026,369832136.00,80.73,-0.000990
19661109,0.008258,0.007865,0.008419,0.007840,372740771.00,81.38,0.008052
19661110,0.006439,0.006396,0.005512,0.005428,375124996.00,81.89,0.006267
19661111,0.000558,0.000558,0.003173,0.003173,375334223.00,81.94,0.000611
19661114,-0.005678,-0.006901,-0.003649,-0.003908,372744117.00,81.37,-0.006956
19661115,0.004223,0.003853,0.004294,0.003648,374180394.00,81.69,0.003933
19661116,0.008603,0.008450,0.011191,0.010904,377342098.00,82.37,0.008324
19661117,-0.006900,-0.006988,-0.004786,-0.004901,374705379.00,81.80,-0.006920
19661118,-0.006453,-0.006456,-0.004752,-0.004821,372313982.00,81.26,-0.006601
19661121,-0.014235,-0.014417,-0.014958,-0.015171,366946484.00,80.09,-0.014398
19661122,-0.005157,-0.005354,-0.004443,-0.004718,364981845.00,79.67,-0.005244
19661123,0.007114,0.006860,0.008310,0.008257,367485765.00,80.21,0.006778
19661125,0.008134,0.008038,0.009884,0.009680,370439768.00,80.85,0.007979
19661128,-0.000625,-0.001727,-0.000213,-0.000980,369800060.00,80.71,-0.001732
19661129,-0.003195,-0.003593,-0.002717,-0.003162,368471485.00,80.42,-0.003593
19661130,0.000660,0.000430,0.001912,0.001505,368733667.00,80.45,0.000373
19661201,-0.004667,-0.004728,-0.002312,-0.002415,366990190.00,80.08,-0.004599
19661202,0.000585,0.000557,-0.000612,-0.000744,367194650.00,80.13,0.000624
19661205,0.001412,0.001394,0.000705,0.000660,367706376.00,80.24,0.001373
19661206,0.007702,0.007303,0.005220,0.004653,370391833.00,80.84,0.007478
19661207,0.011208,0.011100,0.006833,0.006536,374490694.00,81.72,0.010886
19661208,0.004151,0.004131,0.004607,0.004544,376037868.00,82.05,0.004038
19661209,0.001451,0.001443,0.003407,0.003391,369568864.00,82.14,0.001097
19661212,0.010304,0.010189,0.009301,0.009014,380399331.00,83.00,0.010470
19661213,-0.003226,-0.003299,-0.000588,-0.000907,379144569.00,82.73,-0.003253
19661214,-0.000952,-0.001039,0.002075,0.001908,378750648.00,82.64,-0.001088
19661215,-0.011827,-0.011858,-0.005506,-0.005611,375180154.00,81.64,-0.012101
19661216,-0.000796,-0.000799,0.000167,0.000145,374880479.00,81.58,-0.000735
19661219,-0.003677,-0.003724,-0.001773,-0.001804,373484255.00,81.27,-0.003800
19661220,-0.003619,-0.003747,-0.004020,-0.004178,372084803.00,80.96,-0.003814
19661221,0.005379,0.005376,0.007057,0.007018,374085056.00,81.38,0.005188
19661222,0.003888,0.003886,0.006023,0.005977,375532770.00,81.69,0.003809
19661223,-0.002683,-0.002683,0.000329,0.000329,374530804.00,81.47,-0.002693
19661227,-0.005665,-0.005823,-0.002505,-0.002733,372349901.00,81.00,-0.005769
19661228,-0.004771,-0.004827,-0.006259,-0.006377,370552585.00,80.61,-0.004815
19661229,-0.003265,-0.003288,-0.005718,-0.005765,369334320.00,80.37,-0.002977
19661230,-0.000285,-0.000346,-0.002793,-0.002834,372363869.00,80.33,-0.000498
19670103,0.000531,0.000462,0.005967,0.005851,372340690.00,80.38,0.000622
19670104,0.002059,0.002019,0.003960,0.003938,373290181.00,80.55,0.002115
19670105,0.013034,0.012964,0.016480,0.016329,378129389.00,81.60,0.013035
19670106,0.007230,0.007227,0.010877,0.010869,380862066.00,82.18,0.007108
19670109,0.007738,0.007736,0.011193,0.011165,383808319.00,82.81,0.007666
19670110,0.000039,-0.000037,0.001448,0.001312,383793943.00,82.81,0.000000
19670111,0.008129,0.008058,0.011552,0.011488,386765592.00,83.47,0.007970
19670112,0.005264,0.005257,0.006759,0.006719,388921236.00,83.91,0.005271
19670113,0.007472,0.007465,0.007505,0.007478,391824343.00,84.53,0.007389
19670116,-0.002611,-0.002627,-0.000116,-0.000150,390795210.00,84.31,-0.002603
19670117,0.011321,0.011150,0.010450,0.010246,395152710.00,85.24,0.011031
19670118,0.006467,0.006428,0.005135,0.005095,397692692.00,85.79,0.006452
19670119,0.000512,0.000502,0.001521,0.001504,397892473.00,85.82,0.000350
19670120,0.002891,0.002885,0.006668,0.006647,399040354.00,86.07,0.002913
19670123,0.003597,0.003597,0.003825,0.003825,400475703.00,86.39,0.003718
19670124,0.001554,0.001478,0.002043,0.001901,401067507.00,86.51,0.001389
19670125,-0.007464,-0.007559,-0.005127,-0.005188,397974042.00,85.85,-0.007629
19670126,-0.000506,-0.000532,0.003187,0.003144,397834662.00,85.81,-0.000466
19670127,0.004157,0.004074,0.004805,0.004666,399455573.00,86.16,0.004079
19670130,0.005508,0.005508,0.007280,0.007280,401655706.00,86.66,0.005803
19670131,-0.000329,-0.000873,0.001642,0.001330,401305139.00,86.61,-0.000577
19670201,-0.001782,-0.002130,-0.000502,-0.000733,400450264.00,86.43,-0.002078
19670202,0.003529,0.003475,0.004166,0.004099,401841849.00,86.73,0.003471
19670203,0.007351,0.007266,0.008743,0.008625,404761700.00,87.36,0.007264
19670206,-0.001338,-0.002124,0.000678,0.000459,403901813.00,87.18,-0.002060
19670207,-0.002095,-0.002625,-0.002828,-0.003366,402841429.00,86.95,-0.002638
19670208,0.009012,0.008838,0.006563,0.006417,406401928.00,87.72,0.008856
19670209,-0.003784,-0.003982,-0.004535,-0.004892,404783784.00,87.36,-0.004104
19670210,0.002095,0.001462,0.003680,0.003553,405375770.00,87.49,0.001488
19670213,0.001169,0.001169,0.002920,0.002920,405849632.00,87.58,0.001029
19670214,0.007238,0.006921,0.005456,0.004939,408658492.00,88.17,0.006737
19670215,0.001183,0.001092,-0.001484,-0.001664,409104699.00,88.27,0.001134
19670216,-0.004544,-0.004576,-0.003933,-0.004033,407232516.00,87.86,-0.004645
19670217,0.000381,0.000379,-0.000144,-0.000170,407387040.00,87.89,0.000341
19670220,-0.005337,-0.005624,-0.002902,-0.003221,405095782.00,87.40,-0.005575
19670221,-0.000560,-0.000661,0.001099,0.000976,404828095.00,87.34,-0.000686
19670223,0.001345,0.001161,0.000836,0.000681,405357693.00,87.45,0.001259
19670224,0.000491,-0.000489,0.001798,0.001213,405159328.00,87.41,-0.000457
19670227,-0.010742,-0.010798,-0.012330,-0.012402,400784392.00,86.46,-0.010868
19670228,0.003992,0.003792,0.002358,0.001918,402304139.00,86.78,0.003701
19670301,0.010751,0.010512,0.009051,0.008793,406532995.00,87.68,0.010371
19670302,0.005604,0.005591,0.004445,0.004397,408806035.00,88.16,0.005474
19670303,0.001421,0.001394,0.001788,0.001744,409376020.00,88.29,0.001475
19670306,-0.001865,-0.001972,-0.000183,-0.000261,408568652.00,88.10,-0.002152
19670307,0.000919,0.000526,0.002269,0.001665,408783386.00,88.16,0.000681
19670308,0.001267,0.001169,0.000444,0.000255,409261068.00,88.27,0.001248
19670309,0.002824,0.002805,0.003603,0.003518,410409125.00,88.53,0.002946
19670310,0.004222,0.004086,0.006976,0.006611,412085487.00,88.89,0.004066
19670313,-0.005194,-0.005238,-0.004883,-0.004951,409926939.00,88.43,-0.005175
19670314,-0.000929,-0.001011,-0.000444,-0.000737,409512429.00,88.35,-0.000905
19670315,0.009558,0.009517,0.007689,0.007545,413409622.00,89.19,0.009508
19670316,0.010402,0.010398,0.007614,0.007586,417708427.00,90.09,0.010091
19670317,0.001843,0.001790,0.003593,0.003556,418456240.00,90.25,0.001776
19670320,-0.000463,-0.000523,0.001580,0.001537,418237541.00,90.20,-0.000554
19670321,-0.002266,-0.002267,-0.001237,-0.001260,417289472.00,90.00,-0.002217
19670322,0.002902,0.002877,0.003419,0.003385,418490133.00,90.25,0.002778
19670323,0.007644,0.007644,0.006982,0.006982,421689172.00,90.94,0.007645
19670327,-0.000849,-0.000850,0.000149,0.000140,421330644.00,90.87,-0.000770
19670328,0.000550,0.000430,0.000594,0.000366,421511652.00,90.91,0.000440
19670329,-0.001960,-0.001978,-0.001069,-0.001138,420677954.00,90.73,-0.001980
19670330,-0.000247,-0.000254,0.000447,0.000426,420571243.00,90.70,-0.000331
19670331,-0.005536,-0.005609,-0.002279,-0.002357,418212081.00,90.20,-0.005513
19670403,-0.010661,-0.010667,-0.009574,-0.009580,413751137.00,89.24,-0.010643
19670404,-0.000264,-0.000323,0.000733,0.000627,413617460.00,89.22,-0.000224
19670405,0.006613,0.006537,0.006046,0.005917,416321127.00,89.79,0.006389
19670406,0.001807,0.001807,0.002919,0.002919,417073233.00,89.94,0.001671
19670407,-0.006503,-0.006503,-0.005056,-0.005056,414360973.00,89.36,-0.006449
19670410,-0.012428,-0.012455,-0.012726,-0.012768,409126324.00,88.24,-0.012534
19670411,0.007245,0.007148,0.007655,0.007495,412050806.00,88.88,0.007253
19670412,-0.001235,-0.001262,-0.000176,-0.000255,411530863.00,88.78,-0.001125
19670413,0.007626,0.007626,0.004412,0.004412,415056394.00,89.46,0.007659
19670414,0.011005,0.011002,0.008023,0.008015,419622653.00,90.43,0.010843
19670417,0.007129,0.007068,0.004278,0.004174,422588475.00,91.07,0.007077
19670418,0.008808,0.008694,0.008346,0.008220,426262502.00,91.86,0.008675
19670419,0.001003,0.001003,0.001226,0.001226,426640893.00,91.94,0.000871
19670420,0.002056,0.002051,0.003134,0.003115,427559561.00,92.11,0.001849
19670421,0.002140,0.002140,0.002612,0.002612,428474572.00,92.30,0.002063
19670424,0.003538,0.003538,0.002914,0.002914,429990343.00,92.62,0.003467
19670425,0.005600,0.005322,0.004092,0.003820,432278827.00,93.11,0.005290
19670426,-0.001105,-0.001154,-0.000670,-0.000748,431780073.00,93.02,-0.000967
19670427,0.008815,0.008798,0.006848,0.006807,435507179.00,93.81,0.008493
19670428,0.001800,0.001799,0.003276,0.003263,436290712.00,94.01,0.002132
19670501,-0.001658,-0.001848,0.001719,0.001692,435456596.00,93.84,-0.001808
19670502,-0.001095,-0.001765,0.002549,0.002126,434687844.00,93.67,-0.001812
19670503,0.002797,0.002552,0.003604,0.003395,435796977.00,93.91,0.002562
19670504,0.003946,0.003923,0.003178,0.003136,437506648.00,94.32,0.004366
19670505,0.001570,0.001237,0.001618,0.001404,438047687.00,94.44,0.001272
19670508,0.002599,0.001479,0.001995,0.001738,438695450.00,94.58,0.001482
19670509,-0.010281,-0.010438,-0.008657,-0.008989,434116346.00,93.60,-0.010362
19670510,-0.002361,-0.002572,-0.000376,-0.000790,432999706.00,93.35,-0.002671
19670511,0.004286,0.004275,0.006245,0.006211,434850637.00,93.75,0.004285
19670512,-0.002487,-0.002631,-0.000261,-0.000397,433706419.00,93.48,-0.002880
19670515,-0.008055,-0.008144,-0.005378,-0.005548,430174848.00,92.71,-0.008237
19670516,0.004885,0.004553,0.003860,0.003383,432133359.00,93.14,0.004638
19670517,-0.003574,-0.003836,-0.001417,-0.001591,430475801.00,92.78,-0.003865
19670518,-0.002349,-0.002402,-0.000569,-0.000624,432636395.00,92.53,-0.002695
19670519,-0.004763,-0.004774,-0.002239,-0.002305,430571082.00,92.07,-0.004971
19670522,-0.004110,-0.004129,-0.002078,-0.002140,428793444.00,91.67,-0.004345
19670523,-0.004541,-0.004772,-0.004354,-0.004632,426747043.00,91.23,-0.004800
19670524,-0.011577,-0.011657,-0.011975,-0.012083,421772320.00,90.18,-0.011509
19670525,0.011256,0.011122,0.007036,0.006806,426417177.00,91.19,0.011200
19670526,-0.001327,-0.002260,0.000486,-0.000014,425493671.00,90.98,-0.002303
19670529,-0.005072,-0.005246,-0.002984,-0.003250,423261522.00,90.49,-0.005386
19670531,-0.015245,-0.015392,-0.019140,-0.019355,416746784.00,89.08,-0.015582
19670601,0.012752,0.012736,0.011132,0.011079,422054283.00,90.23,0.012910
19670602,-0.004791,-0.004827,-0.000950,-0.001043,420017033.00,89.79,-0.004876
19670605,-0.014884,-0.014912,-0.019489,-0.019578,413753843.00,88.43,-0.015146
19670606,0.019956,0.019555,0.019780,0.019213,421845005.00,90.23,0.020355
19670607,0.008165,0.008127,0.009442,0.009285,425273380.00,90.91,0.007536
19670608,0.005551,0.005532,0.005973,0.005925,427626054.00,91.40,0.005390
19670609,0.001980,0.001934,0.003759,0.003728,428453052.00,91.56,0.001751
19670612,0.005303,0.005183,0.006688,0.006338,430673743.00,92.04,0.005242
19670613,0.006437,0.006344,0.005774,0.005508,433554898.00,92.62,0.006302
19670614,-0.002322,-0.002354,0.000056,-0.000031,432531830.00,92.40,-0.002375
19670615,0.000851,0.000827,0.001909,0.001817,432889441.00,92.49,0.000974
19670616,0.000714,0.000711,0.000668,0.000650,433197436.00,92.54,0.000541
19670619,-0.000210,-0.000291,-0.000160,-0.000234,433071565.00,92.51,-0.000324
19670620,-0.000265,-0.000388,-0.000683,-0.000793,432903581.00,92.44,-0.000757
19670621,-0.003061,-0.003073,-0.001792,-0.001833,431573295.00,92.20,-0.002596
19670622,-0.002450,-0.002450,-0.000710,-0.000710,430516140.00,91.97,-0.002495
19670623,0.000515,0.000514,0.001616,0.001606,430729648.00,92.00,0.000326
19670626,-0.003822,-0.003822,-0.004199,-0.004199,429079305.00,91.64,-0.003913
19670627,-0.003725,-0.003835,-0.001435,-0.001631,427433663.00,91.30,-0.003710
19670628,0.000146,0.000132,0.001912,0.001877,427490069.00,91.31,0.000110
19670629,-0.004997,-0.005074,-0.003544,-0.003647,425428920.00,90.85,-0.005038
19670630,-0.002209,-0.002209,0.001079,0.001079,424489155.00,90.64,-0.002312
19670703,0.002980,0.002923,0.004228,0.004130,425148910.00,90.91,0.002979
19670705,0.005234,0.005149,0.006177,0.006011,427337864.00,91.36,0.004950
19670706,-0.000512,-0.000512,0.001782,0.001782,427119179.00,91.32,-0.000438
19670707,0.004006,0.003998,0.007766,0.007754,428826723.00,91.69,0.004052
19670710,0.003806,0.003780,0.007218,0.007176,430447811.00,92.05,0.003926
19670711,0.004776,0.004689,0.002349,0.002213,432466148.00,92.48,0.004671
19670712,-0.000771,-0.000830,0.002032,0.001913,432107112.00,92.40,-0.000865
19670713,0.000172,0.000172,0.002036,0.002036,432183468.00,92.42,0.000216
19670714,0.003645,0.003642,0.005290,0.005281,433757601.00,92.74,0.003462
19670717,0.000137,0.000071,0.000077,-0.000046,433778121.00,92.75,0.000108
19670718,0.008270,0.008172,0.006627,0.006544,437323070.00,93.50,0.008086
19670719,0.001673,0.001673,0.002385,0.002385,438056261.00,93.65,0.001604
19670720,0.002164,0.002129,0.001745,0.001683,439083033.00,93.85,0.002136
19670721,0.001931,0.001931,0.000224,0.000224,439931007.00,94.04,0.002025
19670724,-0.003325,-0.003336,-0.003232,-0.003242,438463312.00,93.73,-0.003296
19670725,-0.000274,-0.000410,0.003874,0.003729,438283372.00,93.74,0.000107
19670726,0.004034,0.003980,0.005035,0.004937,440027919.00,94.06,0.003414
19670727,0.003201,0.003131,0.004476,0.004384,441355472.00,94.35,0.003083
19670728,0.001597,0.001581,0.004284,0.004262,442053427.00,94.49,0.001484
19670731,0.002812,0.002812,0.001866,0.001851,443352887.00,94.75,0.002752
19670801,0.007254,0.006539,0.005801,0.005401,446252155.00,95.37,0.006544
19670802,0.004651,0.004353,0.004764,0.004555,448194505.00,95.78,0.004299
19670803,-0.001214,-0.001219,-0.000517,-0.000541,447643503.00,95.66,-0.001253
19670804,0.001653,0.001604,0.003942,0.003882,448361662.00,95.83,0.001777
19670807,-0.001778,-0.002748,-0.001434,-0.001804,447129343.00,95.58,-0.002609
19670808,0.001318,0.001199,0.001359,0.001135,447665289.00,95.69,0.001151
19670809,0.001029,0.000981,0.001859,0.001783,448104464.00,95.78,0.000941
19670810,-0.002412,-0.002643,-0.001249,-0.001624,446915455.00,95.53,-0.002610
19670811,-0.003997,-0.004028,-0.003770,-0.003810,445115474.00,95.15,-0.003978
19670814,-0.004331,-0.005387,-0.004930,-0.005639,442717429.00,94.64,-0.005360
19670815,0.001301,0.001301,0.000725,0.000725,443293546.00,94.77,0.001374
19670816,-0.002303,-0.002376,-0.001104,-0.001211,442240206.00,94.55,-0.002321
19670817,0.000871,0.000846,0.002372,0.002315,442614180.00,94.63,0.000846
19670818,0.001602,0.001602,0.001646,0.001646,443323428.00,94.78,0.001585
19670821,-0.005512,-0.005680,-0.003812,-0.004152,440805450.00,94.25,-0.005592
19670822,-0.005520,-0.005520,-0.004475,-0.004475,438372386.00,93.74,-0.005411
19670823,-0.001123,-0.001363,-0.001662,-0.001841,437774687.00,93.61,-0.001387
19670824,-0.005610,-0.005610,-0.004272,-0.004272,435318901.00,93.09,-0.005555
19670825,-0.004021,-0.004110,-0.003798,-0.003902,433529888.00,92.70,-0.004189
19670828,0.000384,-0.000718,0.000725,-0.000066,433218810.00,92.64,-0.000647
19670829,0.002609,0.002609,0.003415,0.003415,434348933.00,92.88,0.002591
19670830,0.002182,0.002021,0.003835,0.003615,435226635.00,93.07,0.002046
19670831,0.006223,0.006216,0.006176,0.006157,438076799.00,93.64,0.006124
19670901,0.000428,0.000414,0.003477,0.003448,438816622.00,93.68,0.000427
19670905,0.005908,0.005616,0.004849,0.004279,441281177.00,94.21,0.005658
19670906,0.002028,0.001918,0.002165,0.001941,442127671.00,94.39,0.001911
19670907,-0.000582,-0.000593,-0.000578,-0.000681,441865611.00,94.33,-0.000636
19670908,-0.000010,-0.000017,0.001841,0.001815,441858136.00,94.36,0.000318
19670911,0.001823,0.001781,0.000956,0.000925,442645128.00,94.54,0.001908
19670912,0.005131,0.004961,0.003407,0.002861,444841017.00,94.99,0.004760
19670913,0.010641,0.010582,0.007852,0.007780,449548452.00,95.99,0.010527
19670914,0.002226,0.002219,0.000819,0.000791,450545835.00,96.20,0.002188
19670915,0.000680,0.000668,0.000698,0.000626,450846610.00,96.27,0.000728
19670918,0.002697,0.002694,0.001952,0.001938,452061119.00,96.53,0.002701
19670919,-0.003575,-0.003794,-0.004190,-0.004308,450345969.00,96.17,-0.003729
19670920,-0.000503,-0.000515,0.001998,0.001977,450114135.00,96.13,-0.000416
19670921,0.006410,0.006390,0.002418,0.002381,453003494.00,96.75,0.006450
19670922,0.002744,0.002737,0.003225,0.003205,453414171.00,97.00,0.002584
19670925,0.006082,0.006053,0.001569,0.001510,456158678.00,97.59,0.006082
19670926,-0.008435,-0.008579,-0.007337,-0.007538,452245339.00,96.76,-0.008505
19670927,0.000340,0.000322,0.000190,0.000127,452386676.00,96.79,0.000310
19670928,0.000127,0.000123,-0.000214,-0.000235,452227889.00,96.79,0.000000
19670929,-0.000754,-0.000765,0.001372,0.001351,452224639.00,96.71,-0.000827
19671002,-0.004089,-0.004151,-0.003453,-0.003509,449487085.00,96.32,-0.004033
19671003,0.003371,0.003326,0.002952,0.002879,450982149.00,96.65,0.003426
19671004,-0.001922,-0.002066,-0.000527,-0.000716,450050252.00,96.43,-0.002276
19671005,0.002297,0.002293,0.001176,0.001163,452543954.00,96.67,0.002489
19671006,0.006116,0.006116,0.003164,0.003164,455311833.00,97.26,0.006103
19671009,0.002784,0.002735,0.001774,0.001669,456557156.00,97.51,0.002570
19671010,-0.006744,-0.006851,-0.006532,-0.006665,453467352.00,96.84,-0.006871
19671011,-0.004835,-0.004844,-0.006181,-0.006219,451270698.00,96.37,-0.004853
19671012,-0.006311,-0.006311,-0.007196,-0.007196,448422899.00,95.75,-0.006434
19671013,0.002698,0.002690,0.001442,0.001415,449629156.00,96.00,0.002611
19671016,-0.007845,-0.007851,-0.008548,-0.008568,446099137.00,95.25,-0.007813
19671017,-0.002409,-0.002558,-0.002642,-0.002828,444957912.00,95.00,-0.002625
19671018,0.002408,0.002408,0.000818,0.000818,446029457.00,95.25,0.002632
19671019,0.001715,0.001679,-0.000788,-0.000851,446778400.00,95.43,0.001890
19671020,-0.000391,-0.000391,-0.003626,-0.003626,446603532.00,95.38,-0.000524
19671023,-0.004377,-0.004377,-0.006509,-0.006509,444648624.00,94.96,-0.004403
19671024,-0.005413,-0.005457,-0.006275,-0.006381,442222312.00,94.42,-0.005687
19671025,0.001220,0.001134,-0.000418,-0.000454,442723814.00,94.52,0.001059
19671026,0.004359,0.004329,0.003280,0.003211,444640431.00,94.94,0.004444
19671027,0.000363,0.000267,-0.000331,-0.000475,444758958.00,94.96,0.000211
19671030,-0.001847,-0.001865,-0.003565,-0.003586,443943612.00,94.79,-0.001790
19671031,-0.008799,-0.009172,-0.008740,-0.009052,439871866.00,93.90,-0.009389
19671101,-0.012372,-0.012725,-0.010087,-0.010349,434274532.00,92.71,-0.012673
19671102,-0.003905,-0.003933,-0.004643,-0.004672,432566317.00,92.34,-0.003991
19671103,-0.005237,-0.006213,-0.002310,-0.002514,429878693.00,91.78,-0.006065
19671106,-0.002743,-0.003470,-0.004369,-0.004948,428380632.00,91.48,-0.003269
19671108,-0.003704,-0.003721,-0.002638,-0.002739,426786643.00,91.14,-0.003717
19671109,0.005319,0.005060,0.003222,0.002672,429262525.00,91.59,0.004937
19671110,0.006503,0.006503,0.004790,0.004790,432053998.00,92.21,0.006769
19671113,-0.001653,-0.002554,-0.004934,-0.005085,430949642.00,91.97,-0.002603
19671114,-0.005896,-0.006393,-0.007829,-0.008555,428194765.00,91.39,-0.006306
19671115,0.004270,0.004270,0.002503,0.002503,430023365.00,91.76,0.004049
19671116,0.009293,0.009273,0.007924,0.007837,434011016.00,92.60,0.009154
19671117,0.002434,0.002409,0.006502,0.006449,435056412.00,92.82,0.002376
19671120,-0.012469,-0.012767,-0.016043,-0.016382,429501903.00,91.65,-0.012605
19671121,0.015821,0.015697,0.016691,0.016549,436243889.00,93.10,0.015821
19671122,0.005714,0.005579,0.006830,0.006804,438677796.00,93.65,0.005908
19671124,0.002776,0.002721,0.001221,0.001149,439871471.00,93.90,0.002670
19671127,0.003033,0.002921,0.000994,0.000730,440961541.00,94.17,0.002875
19671128,0.004777,0.003441,0.006740,0.005894,442478744.00,94.47,0.003186
