caldt,vwretd,vwretx,ewretd,ewretx,totval,spindx,sprtrn
19281016,0.003147,0.003111,0.001076,0.001009,27673994.90,,
19281017,0.003344,0.003344,0.001395,0.001395,27766526.20,,
19281018,0.001710,0.001710,-0.001640,-0.001640,27814005.80,,
19281019,0.005793,0.005487,0.004084,0.003696,27966615.60,,
19281020,-0.005158,-0.005158,-0.002054,-0.002054,27822362.00,,
19281022,-0.000790,-0.000790,0.000156,0.000156,27800383.80,,
19281023,0.005624,0.005624,0.003455,0.003455,27956721.10,,
19281024,0.002390,0.002372,0.002426,0.002276,28023045.40,,
19281025,-0.003512,-0.003512,-0.005282,-0.005282,27924615.00,,
19281026,-0.010169,-0.010385,-0.008905,-0.009056,27644295.40,,
19281027,0.009358,0.009358,0.007811,0.007811,27902986.20,,
19281029,0.005125,0.005125,0.007409,0.007409,28045981.20,,
19281030,-0.009097,-0.009097,-0.011481,-0.011481,27790841.80,,
19281031,-0.002928,-0.003131,-0.002002,-0.002232,27717369.80,,
19281101,0.013793,0.013426,0.012635,0.012428,28089462.00,,
19281102,-0.001412,-0.001412,0.000172,0.000172,28049787.20,,
19281103,0.001634,0.001634,0.002117,0.002117,28086985.20,,
19281105,0.011163,0.011131,0.011377,0.011210,28408102.40,,
19281107,0.011157,0.011157,0.011668,0.011668,28725052.80,,
19281108,-0.003912,-0.004185,-0.004910,-0.005016,28604836.60,,
19281109,0.008531,0.008199,0.007100,0.006754,28839371.00,,
19281110,0.009088,0.009088,0.008175,0.008175,29101477.00,,
19281112,0.003495,0.003448,0.006473,0.006402,29201815.10,,
19281113,0.002921,0.002921,0.000572,0.000572,29287111.00,,
19281114,-0.000256,-0.000256,0.003172,0.003172,29279624.60,,
19281115,0.004323,0.003804,0.003345,0.002987,29390991.90,,
19281116,0.016710,0.014490,0.018216,0.018016,29816853.10,,
19281117,0.000919,0.000919,0.001838,0.001838,29844262.60,,
19281119,0.000065,0.000065,0.000120,0.000120,29858696.40,,
19281120,0.009581,0.009520,0.008044,0.007930,30142963.50,,
19281121,-0.014838,-0.014838,-0.015289,-0.015289,29695690.60,,
19281122,0.011802,0.011802,0.012469,0.012469,30046152.60,,
19281123,0.007901,0.007691,0.005417,0.005300,30326384.20,,
19281126,0.005248,0.004951,0.010941,0.010861,31020369.80,,
19281127,0.004298,0.004298,0.006226,0.006226,30730526.60,,
19281128,0.010691,0.010485,0.011800,0.011617,31471885.50,,
19281130,0.005214,0.003840,0.001909,0.001043,31592727.50,,
19281201,-0.009302,-0.009302,-0.006959,-0.006959,31298839.90,,
19281203,-0.007081,-0.007388,-0.007466,-0.007917,31067603.50,,
19281204,0.002371,0.002363,0.005071,0.004916,31141001.50,,
19281205,-0.004762,-0.004762,-0.004608,-0.004608,30992715.00,,
19281206,-0.036495,-0.036495,-0.033888,-0.033888,29861641.10,,
19281207,-0.022510,-0.022997,-0.016313,-0.017109,28993422.40,,
19281208,-0.018471,-0.018471,-0.016609,-0.016609,28642193.00,,
19281210,0.017698,0.017698,0.015887,0.015887,29149094.90,,
19281211,0.018530,0.018436,0.020443,0.020319,29686484.50,,
19281212,-0.008807,-0.008944,-0.004778,-0.005116,29420973.00,,
19281213,-0.002125,-0.002369,-0.001341,-0.001748,29351279.60,,
19281214,0.003327,0.003207,0.006456,0.006233,29445397.00,,
19281215,-0.002514,-0.002514,-0.000283,-0.000283,29371384.50,,
19281217,-0.003337,-0.003337,-0.003659,-0.003659,29273369.00,,
19281218,0.011638,0.011262,0.009714,0.009514,29603044.60,,
19281219,0.011883,0.011379,0.007881,0.007572,29939883.00,,
19281220,0.003513,0.003389,0.002987,0.002763,30041344.00,,
19281221,0.011578,0.011446,0.009452,0.009238,30407147.00,,
19281222,-0.000236,-0.000236,0.001757,0.001757,30399965.20,,
19281224,0.008951,0.008861,0.009666,0.009583,30669327.10,,
19281226,-0.003754,-0.003754,-0.002893,-0.002893,30554203.40,,
19281227,0.007906,0.007906,0.007528,0.007528,30795764.50,,
19281228,0.014128,0.013624,0.016144,0.015765,31215336.80,,
19281229,0.002216,0.002216,0.002474,0.002474,30663125.10,,
19281231,0.014362,0.013972,0.012048,0.011190,32743322.20,,
19290102,0.017256,0.017256,0.014107,0.014107,33308334.00,,
19290103,0.002465,0.002431,0.003722,0.003615,33389304.90,,
19290104,0.001184,0.001057,0.003993,0.003779,33424612.10,,
19290105,-0.010186,-0.010186,-0.007929,-0.007929,33084153.50,,
19290107,-0.013656,-0.013656,-0.012775,-0.012775,32632353.40,,
19290108,-0.001985,-0.001985,-0.002022,-0.002022,32572692.00,,
19290109,0.013212,0.013132,0.010543,0.010392,33000449.90,,
19290110,0.002420,0.002420,0.004559,0.004559,33080322.80,,
19290111,-0.000721,-0.001177,0.002276,0.001735,33041397.80,,
19290112,-0.003107,-0.003107,-0.000719,-0.000719,32938743.60,,
19290114,0.002665,0.002665,0.003824,0.003824,33026539.90,,
19290115,-0.011727,-0.012039,-0.010140,-0.010557,32628948.20,,
19290116,0.012332,0.012332,0.010473,0.010473,33031325.90,,
19290117,0.005983,0.005940,0.005233,0.005125,33210562.80,,
19290118,0.002633,0.002473,0.003974,0.003774,33309558.20,,
19290119,0.003726,0.003726,0.003246,0.003246,33433680.80,,
19290121,-0.001029,-0.001029,-0.000694,-0.000694,33399288.50,,
19290122,0.007639,0.007639,0.007201,0.007201,33654423.40,,
19290123,0.005704,0.005704,0.004900,0.004900,33846402.20,,
19290124,-0.007642,-0.007742,-0.006529,-0.006661,33346212.90,,
19290125,0.015526,0.015330,0.008635,0.008381,34101339.50,,
19290126,-0.000785,-0.000785,0.000808,0.000808,33635745.40,,
19290128,-0.002572,-0.002572,0.001899,0.001899,33947055.50,,
19290129,-0.000441,-0.000441,0.002578,0.002578,34178575.40,,
19290130,0.003503,0.003503,0.008035,0.008035,34298305.80,,
19290131,0.012158,0.012104,0.011503,0.011426,34729364.20,,
19290201,0.004345,0.003994,0.004426,0.004177,34868089.90,,
19290202,-0.000527,-0.000527,-0.000161,-0.000161,34849703.20,,
19290204,-0.006405,-0.006405,-0.005635,-0.005635,34626474.40,,
19290205,0.002224,0.002198,0.000279,0.000158,33855452.80,,
19290206,-0.008603,-0.008603,-0.009430,-0.009430,33564188.20,,
19290207,-0.028974,-0.028974,-0.028600,-0.028600,32591698.50,,
19290208,-0.010016,-0.010577,-0.010655,-0.011084,32255080.50,,
19290211,0.020921,0.020921,0.021616,0.021616,32929899.40,,
19290213,-0.001280,-0.001322,0.000145,0.000093,32886381.20,,
19290214,-0.003698,-0.003698,-0.006401,-0.006401,32764758.10,,
19290215,-0.017718,-0.018745,-0.013623,-0.013878,32150576.90,,
19290216,-0.012331,-0.012331,-0.012533,-0.012533,31754142.50,,
19290218,0.013916,0.013606,0.013554,0.013330,32186202.10,,
19290219,-0.000279,-0.000279,0.002850,0.002850,32177213.60,,
19290220,0.008230,0.008230,0.007556,0.007556,32442035.60,,
19290221,0.009661,0.009661,0.006748,0.006748,32789256.00,,
19290225,0.001474,0.001303,-0.000201,-0.000330,32831985.20,,
19290226,0.002577,0.002554,0.001553,0.001518,32783738.50,,
19290227,0.011350,0.011350,0.009389,0.009389,33285393.60,,
19290228,0.012808,0.011950,0.010014,0.009582,33727242.90,,
19290301,0.012684,0.011722,0.014864,0.014264,34122601.10,,
19290302,-0.002485,-0.002485,-0.001376,-0.001376,34037818.10,,
19290304,-0.009581,-0.009581,-0.006399,-0.006399,33711704.40,,
19290305,-0.006141,-0.006141,-0.007184,-0.007184,33504687.50,,
19290306,-0.015736,-0.015736,-0.017733,-0.017733,32977453.20,,
19290307,0.008879,0.008851,0.009609,0.009530,33269334.20,,
19290308,0.005311,0.004981,0.004440,0.003927,33435050.40,,
19290309,-0.000058,-0.000058,-0.000377,-0.000377,33433114.20,,
19290311,-0.014263,-0.014594,-0.011127,-0.011337,32945188.90,,
19290312,0.001842,0.001741,-0.001223,-0.001572,33066768.60,,
19290313,0.009303,0.009155,0.009060,0.008743,33369486.50,,
19290314,0.018566,0.018467,0.013540,0.013460,33985710.80,,
19290315,0.012574,0.012476,0.006696,0.006553,34409729.40,,
19290316,0.001343,0.001343,0.001091,0.001091,34455958.60,,
19290318,-0.003675,-0.003846,-0.002668,-0.002968,34323438.40,,
19290319,0.000251,0.000251,0.002633,0.002633,34332046.00,,
19290320,-0.000605,-0.000713,-0.004449,-0.004645,34307572.00,,
19290321,-0.004433,-0.004433,-0.005320,-0.005320,34155103.00,,
19290322,-0.013459,-0.013582,-0.014097,-0.014278,33691223.40,,
19290323,-0.011660,-0.011660,-0.009906,-0.009906,33298385.30,,
19290325,-0.027122,-0.027205,-0.026672,-0.026740,32392505.20,,
19290326,-0.005027,-0.005027,-0.009578,-0.009578,32229669.00,,
19290327,0.027967,0.027967,0.027836,0.027836,33131049.00,,
19290328,0.017733,0.016919,0.017905,0.017085,33687237.10,,
19290401,-0.024886,-0.024986,-0.023875,-0.024190,32861356.20,,
19290402,0.011397,0.011397,0.008605,0.008605,33235872.40,,
19290403,-0.011189,-0.011223,-0.006177,-0.006260,32862864.40,,
19290404,0.016308,0.016308,0.012689,0.012689,33398803.80,,
19290405,-0.009829,-0.009904,-0.006292,-0.006425,33232890.60,,
19290406,0.001783,0.001783,0.001953,0.001953,33292142.10,,
19290408,-0.009443,-0.009443,-0.010724,-0.010724,32977365.50,,
19290409,-0.008090,-0.008189,-0.012521,-0.012585,32696941.20,,
19290410,0.005579,0.005579,0.004118,0.004118,32889590.30,,
19290411,0.011609,0.011567,0.013941,0.013834,33270016.50,,
19290412,0.004034,0.003714,0.002780,0.002332,33393586.40,,
19290413,-0.000769,-0.000769,-0.001824,-0.001824,33367899.40,,
19290415,-0.006971,-0.007076,-0.004684,-0.004809,33131781.00,,
19290416,0.001698,0.001698,0.001212,0.001212,33188080.40,,
19290417,0.010627,0.010627,0.009978,0.009978,33528760.90,,
19290418,0.003346,0.003346,0.003108,0.003108,33644834.80,,
19290419,-0.000457,-0.000672,0.000068,-0.000237,33630017.90,,
19290420,0.001793,0.001793,0.000458,0.000458,33690307.90,,
19290422,0.009106,0.009106,0.008104,0.008104,33997089.40,,
19290423,0.005697,0.005697,0.003972,0.003972,34190779.60,,
19290424,-0.002710,-0.002726,-0.000828,-0.000932,34097569.90,,
19290425,-0.004114,-0.004286,-0.003259,-0.003334,33951442.10,,
19290426,-0.001680,-0.001779,-0.003712,-0.003848,33891026.20,,
19290427,0.003699,0.003699,0.005796,0.005796,34016401.40,,
19290429,-0.004991,-0.004991,-0.003854,-0.003854,33846634.20,,
19290430,0.018970,0.018915,0.015622,0.015561,34653311.40,,
19290501,0.002134,0.001791,0.000875,0.000705,34889407.60,,
19290502,0.004067,0.004067,0.002844,0.002844,34803469.80,,
19290503,0.008649,0.008445,0.004968,0.004680,35409823.80,,
19290504,0.004074,0.004074,0.005591,0.005591,35564317.50,,
19290506,-0.005741,-0.005741,-0.006480,-0.006480,35360151.00,,
19290507,-0.008814,-0.008814,-0.006048,-0.006048,35048490.50,,
19290508,0.003274,0.003274,0.000322,0.000322,34508731.10,,
19290509,-0.006408,-0.006408,-0.006624,-0.006624,34930234.80,,
19290510,0.012529,0.012134,0.012682,0.012279,35329302.90,,
19290511,-0.003113,-0.003113,-0.000243,-0.000243,35219325.20,,
19290513,-0.022415,-0.022415,-0.019166,-0.019166,34418750.80,,
19290514,0.011427,0.011412,0.005653,0.005524,34851964.10,,
19290515,-0.003992,-0.004239,-0.001953,-0.002069,34704237.90,,
19290516,0.004053,0.004053,0.003646,0.003646,34844898.40,,
19290517,0.006053,0.004742,0.004744,0.004596,35010131.40,,
19290518,-0.001638,-0.001638,-0.000709,-0.000709,34952794.60,,
19290520,-0.022140,-0.022192,-0.013951,-0.014045,34177125.90,,
19290521,0.004412,0.004412,0.000608,0.000608,34327912.50,,
19290522,-0.035610,-0.035610,-0.029960,-0.029960,33105494.80,,
19290523,0.021194,0.021194,0.014814,0.014814,33677415.90,,
19290524,-0.006212,-0.006742,0.000345,0.000114,33598303.50,,
19290525,-0.003376,-0.003376,-0.003340,-0.003340,33484880.90,,
19290527,-0.031794,-0.031817,-0.030614,-0.030642,32419501.00,,
19290528,0.016278,0.016278,0.010700,0.010700,32947220.10,,
19290529,0.002850,0.002781,0.003265,0.003216,33090980.80,,
19290531,0.010111,0.008335,0.013353,0.012173,33386954.90,,
19290601,0.005407,0.005407,0.008421,0.008421,33567488.40,,
19290603,0.013549,0.013454,0.011566,0.011298,33919176.80,,
19290604,0.012692,0.012692,0.011353,0.011353,34448557.00,,
19290605,-0.002444,-0.002460,-0.001479,-0.001658,34363814.20,,
19290606,0.001628,0.001628,0.002638,0.002638,34419745.50,,
19290607,-0.004252,-0.004690,-0.003395,-0.003992,34258312.60,,
19290608,-0.003595,-0.003595,-0.003629,-0.003629,34135164.50,,
19290610,-0.005666,-0.005730,-0.002870,-0.002967,33939554.00,,
19290611,0.006247,0.006139,0.004747,0.004650,34152940.30,,
19290612,0.001049,0.000930,0.002515,0.002217,34184695.20,,
19290613,0.014444,0.014294,0.011079,0.010533,34673328.80,,
19290614,0.002989,0.002944,0.003327,0.003001,34775392.90,,
19290615,0.004913,0.004913,0.005360,0.005360,34946231.10,,
19290617,0.013666,0.013666,0.010915,0.010915,35446151.40,,
19290618,0.001161,0.001008,0.004797,0.004670,35481898.80,,
19290619,-0.003640,-0.003640,-0.001168,-0.001168,35352758.10,,
19290620,0.005177,0.005072,0.004279,0.004086,35532075.90,,
19290621,0.007510,0.007038,0.005159,0.005019,35782139.50,,
19290622,0.003635,0.003635,0.004201,0.004201,35912220.30,,
19290624,-0.003002,-0.003175,-0.004138,-0.004395,35798202.80,,
19290625,0.010725,0.010590,0.007824,0.007642,36177323.20,,
19290626,0.005565,0.005565,0.005747,0.005747,36378646.60,,
19290627,0.000954,0.000954,-0.003033,-0.003033,36433023.80,,
19290628,0.011601,0.011104,0.010604,0.010087,36837597.80,,
19290629,0.007072,0.007072,0.007371,0.007371,37098108.70,,
19290701,0.006476,0.006349,0.004675,0.004232,37333651.40,,
19290702,0.011211,0.011211,0.006631,0.006631,37752187.60,,
19290703,0.004665,0.004665,0.004785,0.004785,37928291.00,,
19290705,0.004677,0.004610,0.003702,0.003569,38103155.60,,
19290706,0.001504,0.001504,0.005567,0.005567,38125771.80,,
19290708,-0.000050,-0.000050,0.001052,0.001052,38160759.90,,
19290709,-0.002022,-0.002090,0.001299,0.001146,38081004.20,,
19290710,-0.003025,-0.003062,0.000201,0.000105,37964400.10,,
19290711,0.000972,0.000827,0.002150,0.001986,37995785.10,,
19290712,0.011150,0.010616,0.010169,0.009712,38393751.80,,
19290713,0.005666,0.005666,0.004794,0.004794,38611308.00,,
19290715,-0.004173,-0.004441,-0.003978,-0.004394,38439852.50,,
19290716,0.005954,0.005954,0.006346,0.006346,38668712.00,,
19290717,0.002674,0.002674,0.001718,0.001718,38772099.60,,
19290718,-0.002604,-0.002604,-0.000901,-0.000901,38671117.80,,
19290719,0.004898,0.004685,0.004552,0.004312,38852291.60,,
19290720,0.002486,0.002486,0.002378,0.002378,38948877.20,,
19290722,-0.011770,-0.011770,-0.012313,-0.012313,38505272.50,,
19290723,0.011106,0.011106,0.007857,0.007857,38932902.00,,
19290724,-0.006548,-0.006649,-0.004683,-0.004877,38674047.80,,
19290725,0.004084,0.004084,0.001742,0.001742,38831961.40,,
19290726,-0.005176,-0.005342,-0.005940,-0.006073,38624509.60,,
19290727,-0.004898,-0.004898,-0.005389,-0.005389,38435334.30,,
19290729,-0.012059,-0.012059,-0.010256,-0.010256,37886274.20,,
19290730,0.011401,0.011401,0.012878,0.012878,38403571.80,,
19290731,0.012830,0.012782,0.011862,0.011809,38901636.60,,
19290801,0.006199,0.005853,0.005701,0.005452,40278959.60,,
19290802,0.010379,0.010379,0.006492,0.006492,40306429.20,,
19290803,0.007066,0.007066,0.003788,0.003788,40591252.40,,
19290805,-0.007673,-0.007700,-0.004842,-0.004977,40278708.50,,
19290806,-0.004332,-0.004332,-0.002563,-0.002563,40104207.90,,
19290807,-0.009909,-0.009909,-0.008030,-0.008030,39706820.00,,
19290808,0.011025,0.011025,0.007297,0.007297,40144589.10,,
19290809,-0.037095,-0.037492,-0.034879,-0.035126,38639495.40,,
19290810,0.018221,0.018221,0.018810,0.018810,39343544.80,,
19290812,0.014411,0.014377,0.011152,0.011112,39909178.80,,
19290813,0.008833,0.008833,0.005430,0.005430,40261705.80,,
19290814,0.002740,0.002740,-0.000193,-0.000193,40372027.80,,
19290815,0.001952,0.001727,0.001910,0.001691,40441738.50,,
19290816,0.019043,0.018236,0.012213,0.012092,41170220.00,,
19290817,0.000866,0.000866,0.001742,0.001742,41214693.10,,
19290819,0.008665,0.008665,0.008999,0.008999,41562933.10,,
19290820,0.005249,0.005205,0.006817,0.006736,41788516.10,,
19290821,-0.004307,-0.004307,-0.004328,-0.004328,41608530.60,,
19290822,0.007870,0.007575,0.006594,0.006514,41923730.10,,
19290823,0.008847,0.008793,0.005203,0.005143,42292368.50,,
19290824,0.001760,0.001760,0.002138,0.002138,42366806.20,,
19290826,-0.001406,-0.001538,0.000739,0.000626,42301656.50,,
19290827,0.000642,0.000618,0.000961,0.000926,42327794.60,,
19290828,-0.000935,-0.000935,0.002668,0.002668,42288213.80,,
19290829,0.010078,0.009210,0.007509,0.007193,42677692.50,,
19290830,0.014090,0.013389,0.015656,0.015142,43063051.80,,
19290903,0.004059,0.003848,0.005388,0.005139,43438613.40,,
19290904,-0.004068,-0.004068,-0.004302,-0.004302,43256548.60,,
19290905,-0.021725,-0.021738,-0.016215,-0.016381,42316318.40,,
19290906,0.026151,0.025698,0.020439,0.019967,43035023.00,,
19290907,0.002076,0.002076,0.007135,0.007135,43479732.20,,
19290909,-0.006794,-0.006805,-0.006174,-0.006213,43183836.10,,
19290910,-0.018163,-0.018214,-0.016725,-0.016811,42428014.40,,
19290911,0.012412,0.012324,0.009245,0.009163,42950878.00,,
19290912,-0.009998,-0.010076,-0.008015,-0.008135,42345838.10,,
19290913,0.004750,0.004684,0.004345,0.003767,42794962.50,,
19290914,0.003348,0.003348,0.005203,0.005203,42938229.70,,
19290916,0.011357,0.011357,0.009463,0.009463,43425900.40,,
19290917,-0.008281,-0.008281,-0.003741,-0.003741,43066290.20,,
19290918,0.003242,0.003105,0.002399,0.002066,43200017.00,,
19290919,0.000933,0.000933,0.000307,0.000307,43240324.50,,
19290920,-0.009681,-0.009988,-0.007895,-0.008130,42894360.90,,
19290921,-0.000167,-0.000167,-0.000560,-0.000560,42887190.60,,
19290923,-0.000527,-0.000625,-0.002898,-0.003000,42860367.10,,
19290924,-0.017798,-0.017798,-0.014488,-0.014488,42097541.60,,
19290925,-0.000185,-0.000299,-0.001964,-0.002124,42084946.60,,
19290926,0.009479,0.009479,0.011714,0.011714,42508921.40,,
19290927,-0.026623,-0.026920,-0.020146,-0.020321,41416280.10,,
19290928,0.005324,0.005324,0.006092,0.006092,41636797.50,,
19290930,-0.009333,-0.009544,-0.010502,-0.010951,41295181.50,,
19291001,-0.005373,-0.005392,-0.007256,-0.007432,41072522.40,,
19291002,0.007182,0.007182,0.007694,0.007694,41367493.40,,
19291003,-0.039776,-0.039924,-0.036104,-0.036283,39715947.80,,
19291004,-0.009187,-0.009250,-0.010622,-0.010731,39348556.80,,
19291005,0.043471,0.043471,0.041029,0.041029,41059083.60,,
19291007,0.016165,0.016165,0.016254,0.016254,41722792.20,,
19291008,-0.003717,-0.003717,0.001098,0.001098,41567707.10,,
19291009,-0.001827,-0.001889,-0.000676,-0.000825,41489184.20,,
19291010,0.016502,0.016502,0.012263,0.012263,42181370.10,,
19291011,-0.002035,-0.002569,0.001005,0.000543,42073021.50,,
19291014,-0.006896,-0.006950,-0.004285,-0.004422,41780625.50,,
19291015,-0.006857,-0.007118,-0.004418,-0.004641,41483210.20,,
19291016,-0.033015,-0.033015,-0.031052,-0.031052,40113655.00,,
19291017,0.013985,0.013950,0.012525,0.012438,40673245.50,,
19291018,-0.027051,-0.027199,-0.022488,-0.022708,39566985.40,,
19291019,-0.027712,-0.027712,-0.025348,-0.025348,38470505.80,,
19291021,-0.009550,-0.009550,-0.013887,-0.013887,38103101.10,,
19291022,0.019355,0.019355,0.021152,0.021152,38840598.10,,
19291023,-0.056680,-0.056680,-0.050800,-0.050800,36639121.50,,
19291024,-0.029268,-0.029379,-0.035790,-0.036022,35562708.60,,
19291025,0.013605,0.013594,0.015073,0.015046,36046134.10,,
19291026,-0.006510,-0.006510,-0.002771,-0.002771,35811470.10,,
19291028,-0.116829,-0.116829,-0.108640,-0.108640,31655188.60,,
19291029,-0.100325,-0.100325,-0.115260,-0.115260,28043254.00,,
19291030,0.123304,0.123304,0.132205,0.132205,31323509.40,,
19291031,0.052862,0.052173,0.064393,0.064006,33694827.50,,
19291104,-0.050072,-0.050105,-0.040769,-0.040964,32030228.10,,
19291106,-0.096956,-0.096956,-0.092167,-0.092167,28541507.60,,
19291107,0.035012,0.034934,0.022661,0.022538,29911659.50,,
19291108,-0.007748,-0.008207,0.002278,0.001781,29689063.00,,
19291111,-0.057667,-0.058098,-0.052176,-0.052376,27964174.40,,
19291112,-0.056034,-0.056034,-0.060752,-0.060752,26397237.10,,
19291113,-0.055732,-0.055732,-0.059942,-0.059942,24841856.60,,
19291114,0.087221,0.087221,0.093095,0.093095,27093713.60,,
19291115,0.053923,0.053035,0.054137,0.053636,28565884.20,,
19291118,-0.010362,-0.010362,-0.005111,-0.005111,28269898.60,,
19291119,0.029029,0.029029,0.024601,0.024601,29090542.80,,
19291120,0.025766,0.025704,0.029660,0.029548,29838282.60,,
19291121,0.023353,0.023353,0.018961,0.018961,30535109.90,,
19291122,-0.008056,-0.009552,-0.003450,-0.003726,30243451.10,,
19291125,-0.011627,-0.011846,-0.011082,-0.011272,29706255.50,,
19291126,-0.026755,-0.026755,-0.027732,-0.027732,29086368.90,,
19291127,0.012354,0.010250,0.013384,0.012240,29389144.80,,
19291202,0.000403,-0.000347,0.000182,-0.000765,29378945.90,,
19291203,0.031520,0.031520,0.032238,0.032238,30304968.50,,
19291204,0.018418,0.018332,0.017481,0.017381,30860513.20,,
19291205,-0.006986,-0.007004,-0.000656,-0.000883,30644368.60,,
19291206,0.025783,0.025294,0.025389,0.024797,31419476.60,,
19291207,0.011448,0.011448,0.010038,0.010038,31779180.60,,
19291209,-0.011374,-0.011420,-0.011265,-0.011412,31493675.80,,
19291210,0.007885,0.007885,0.004447,0.004447,31742015.60,,
19291211,-0.009436,-0.009555,-0.005541,-0.005662,31438716.20,,
19291212,-0.051141,-0.051271,-0.049924,-0.050234,29826833.40,,
19291213,0.024329,0.024193,0.021236,0.020366,30548447.20,,
19291214,0.012400,0.012400,0.012449,0.012449,30927256.80,,
19291216,-0.026979,-0.027328,-0.026100,-0.026170,30091110.40,,
19291217,0.009116,0.009116,0.009377,0.009377,30365434.10,,
19291218,-0.005114,-0.005353,-0.002342,-0.002758,30202893.80,,
19291219,-0.025524,-0.025524,-0.030554,-0.030554,29431992.10,,
19291220,-0.031593,-0.032071,-0.033818,-0.034369,28343500.20,,
19291221,0.018841,0.018841,0.018812,0.018812,29022905.10,,
19291223,-0.014303,-0.014374,-0.016914,-0.017033,28605739.40,,
19291224,0.004933,0.004836,0.006716,0.006627,28744089.60,,
19291226,0.022003,0.021439,0.020110,0.019681,29360319.80,,
19291227,-0.002172,-0.002172,-0.003753,-0.003753,29296540.20,,
19291228,-0.006603,-0.006603,-0.009128,-0.009128,29103103.10,,
19291230,0.009967,0.009890,0.004005,0.003784,29390921.60,,
19291231,0.026592,0.026154,0.029620,0.028331,30598997.50,,
19300102,-0.012124,-0.012246,-0.009907,-0.010170,30224292.30,,
19300103,0.006346,0.006205,0.009136,0.008933,30087854.50,,
19300104,0.006794,0.006794,0.008822,0.008822,30610019.90,,
19300106,-0.000267,-0.000267,0.001965,0.001965,30470292.60,,
19300107,-0.008290,-0.008290,-0.002419,-0.002419,30217690.60,,
19300108,-0.000221,-0.000221,-0.001200,-0.001200,30211013.50,,
19300109,0.014497,0.014497,0.014073,0.014073,30648992.70,,
19300110,-0.003083,-0.003589,-0.002722,-0.002973,30538981.00,,
19300111,-0.004490,-0.004490,-0.003572,-0.003572,30401848.20,,
19300113,0.004564,0.004564,0.001254,0.001254,30540592.60,,
19300114,0.001854,0.001854,0.001622,0.001622,30597223.20,,
19300115,0.004154,0.003706,0.002786,0.002175,30710610.80,,
19300116,-0.006964,-0.007010,-0.005293,-0.005384,30341811.00,,
19300117,-0.008559,-0.008925,-0.009587,-0.010091,30222388.20,,
19300118,0.003491,0.003491,-0.003596,-0.003596,30327903.20,,
19300120,0.001280,0.001099,0.004560,0.004387,30361229.50,,
19300121,0.008851,0.008851,0.009712,0.009712,30661547.00,,
19300122,0.001177,0.001177,0.005285,0.005285,30697638.40,,
19300123,0.010405,0.010405,0.010639,0.010639,31016995.60,,
19300124,0.008616,0.008465,0.007263,0.006947,31279559.50,,
19300125,0.007905,0.007905,0.006969,0.006969,31522594.90,,
19300127,0.001188,0.001188,0.002674,0.002674,31564381.20,,
19300128,-0.007195,-0.007214,-0.003264,-0.003653,31336524.00,,
19300129,0.011736,0.011736,0.011487,0.011487,31704295.80,,
19300130,0.004050,0.004050,-0.000844,-0.000844,31832699.10,,
19300131,0.013914,0.013288,0.010811,0.010458,32286446.50,,
19300201,0.006030,0.006030,0.003575,0.003575,32481121.10,,
19300203,-0.006466,-0.006466,-0.003020,-0.003020,32267853.10,,
19300204,0.010116,0.010116,0.011531,0.011531,32594262.50,,
19300205,0.012598,0.012563,0.009807,0.009581,33003745.00,,
19300206,-0.009147,-0.009147,-0.005518,-0.005518,32701866.10,,
19300207,-0.001565,-0.001990,0.004281,0.004021,32428732.80,,
19300208,0.009039,0.009039,0.007715,0.007715,32745144.90,,
19300210,-0.000786,-0.001058,0.000611,0.000408,32706367.00,,
19300211,0.006238,0.006200,0.005684,0.005624,32909132.60,,
19300213,0.000420,0.000401,-0.000598,-0.000629,32398823.50,,
19300214,0.002718,0.001013,0.001068,0.000462,32952469.20,,
19300215,-0.009603,-0.009603,-0.006774,-0.006774,32636042.60,,
19300217,0.004936,0.004936,0.005824,0.005824,32621252.10,,
19300218,0.001818,0.001762,0.007069,0.006958,32854764.40,,
19300219,-0.009011,-0.009011,-0.007514,-0.007514,32558709.60,,
19300220,-0.018820,-0.018820,-0.019007,-0.019007,31945959.00,,
19300221,0.012874,0.012874,0.011899,0.011899,32357232.40,,
19300224,-0.010711,-0.010884,-0.009753,-0.009892,32005068.80,,
19300225,0.000075,0.000075,-0.000751,-0.000751,32007481.40,,
19300226,0.017608,0.017608,0.013701,0.013701,32571065.10,,
19300227,0.002215,0.001771,0.002775,0.002665,32628758.00,,
19300228,0.006182,0.004882,0.005516,0.004692,32783643.20,,
19300301,0.006135,0.006135,0.004704,0.004704,32984764.80,,
19300303,-0.003131,-0.003348,-0.002771,-0.003193,32874297.60,,
19300304,0.006464,0.006404,0.006117,0.005952,33084822.50,,
19300305,-0.007045,-0.007062,-0.006989,-0.007217,32851173.50,,
19300306,0.008695,0.008695,0.006702,0.006702,33136821.40,,
19300307,0.001227,0.000419,-0.001083,-0.001751,33150691.80,,
19300308,0.000084,0.000084,0.000845,0.000845,33153479.20,,
19300310,0.002750,0.002540,0.003472,0.003164,33237703.40,,
19300311,0.002315,0.002200,0.000100,-0.000020,33310827.80,,
19300312,-0.010606,-0.010606,-0.010067,-0.010067,32957548.50,,
19300313,0.004843,0.004796,0.000327,0.000094,33115605.80,,
19300314,-0.010346,-0.010732,-0.006774,-0.007159,32814855.00,,
19300315,-0.005422,-0.005422,-0.003730,-0.003730,32636919.90,,
19300317,0.014779,0.014779,0.011784,0.011784,33119262.80,,
