caldt,vwretd,vwretx,ewretd,ewretx,totval,sprtrn
19330722,0.008975,0.008975,-0.00626,-0.00626,13883470.2,
19330724,0.080361,0.080179,0.119741,0.119554,15034029.2,
19330725,-0.015691,-0.015855,-0.016915,-0.017047,14835449,
19330726,0.023659,0.023659,0.023905,0.023905,15186442.9,
19330727,0.009701,0.009701,0.009574,0.009574,15333761.4,
19330728,-0.022872,-0.022872,-0.020486,-0.020486,14983040.4,
19330731,-0.046888,-0.046921,-0.058463,-0.058536,14279988.1,
19330801,0.030635,0.030487,0.031991,0.031845,14691557.5,
19330802,0.023398,0.023398,0.03485,0.03485,15058746.8,
19330803,-0.012162,-0.012162,-0.01277,-0.01277,14875609,
19330804,-0.021814,-0.021814,-0.025977,-0.025977,13797526.8,
19330807,-0.008276,-0.008983,-0.01109,-0.011299,14431909.9,
19330808,0.03434,0.03434,0.033548,0.033548,14927495.5,
19330809,0.041139,0.041139,0.049455,0.049455,15538955.6,
19330810,-0.01652,-0.017148,-0.013757,-0.014066,15275026.1,
19330811,-0.002682,-0.002771,0.000054,-0.000126,15232112.6,
19330814,-0.011625,-0.011625,-0.010689,-0.010689,15055631.4,
19330815,0.000209,-0.000154,-0.002756,-0.002983,15053318.4,
19330816,-0.026751,-0.026751,-0.034833,-0.034833,14650631.9,
19330817,0.056291,0.055549,0.061554,0.06146,15464458.6,
19330818,-0.017381,-0.017405,-0.015378,-0.015435,15195305,
19330821,0.016861,0.016861,0.019749,0.019749,15451515.2,
19330822,0.015803,0.015803,0.014336,0.014336,15695699.2,
19330823,-0.011039,-0.011039,-0.010772,-0.010772,15500412.1,
19330824,0.00863,0.00863,0.00534,0.00534,15656047.1,
19330825,0.037825,0.037825,0.038416,0.038416,16248242.5,
19330828,-0.001048,-0.001048,-0.0019,-0.0019,16231209.1,
19330829,-0.004037,-0.004037,-0.007896,-0.007896,16143497.1,
19330830,-0.010295,-0.010295,-0.009461,-0.009461,15999774.9,
19330831,0.000053,-0.000559,-0.000416,-0.00072,15990834.2,
19330901,0.01345,0.012858,0.00904,0.008509,16196440.8,
19330905,-0.036472,-0.036785,-0.035132,-0.035415,15600640.4,
19330906,-0.00046,-0.00046,-0.008974,-0.008974,15593467.4,
19330907,-0.014075,-0.014289,-0.011297,-0.011436,15370657.6,
19330908,-0.002826,-0.003174,-0.005056,-0.005226,15321870.6,
19330909,-0.000043,-0.000043,0.000206,0.000206,15321216.6,
19330911,0.044016,0.044016,0.050647,0.050647,15995591.9,
19330912,-0.006411,-0.006411,-0.00942,-0.00942,15893041.5,
19330913,0.00647,0.00647,0.005016,0.005016,15995866.8,
19330914,0.001469,0.001377,0.003487,0.00325,16017888.4,
19330915,-0.028464,-0.028932,-0.034153,-0.034309,15554452.6,
19330916,0.026159,0.026159,0.030668,0.030668,15956011.1,
19330918,-0.010465,-0.010465,-0.014313,-0.014313,15794636.6,
19330919,0.002846,0.002633,-0.000592,-0.000821,15836226.2,
19330920,-0.032708,-0.032819,-0.040206,-0.040436,15316493.5,
19330921,-0.063791,-0.064078,-0.081439,-0.081576,14335037.2,
19330922,0.02337,0.02337,0.035163,0.035163,14670043.1,
19330923,0.015033,0.015033,0.026687,0.026687,14867755.9,
19330925,-0.024409,-0.024409,-0.027203,-0.027203,14526512,
19330926,-0.007848,-0.007848,-0.005876,-0.005876,14412505.8,
19330927,-0.042928,-0.042928,-0.05063,-0.05063,13793799.6,
19330928,0.015368,0.014839,0.017458,0.016916,13998483.2,
19330929,-0.007273,-0.007273,-0.007056,-0.007056,13896678.4,
19330930,0.011331,0.011331,0.007498,0.007498,14054138.8,
19331002,-0.022655,-0.022655,-0.020627,-0.020627,13735747.8,
19331003,0.005103,0.005103,0.000396,0.000396,13805837.9,
19331004,0.064338,0.064338,0.073701,0.073701,14694074.4,
19331005,-0.013361,-0.01339,-0.011432,-0.011552,14497316,
19331006,-0.01045,-0.01045,-0.017517,-0.017517,14345815.2,
19331007,0.007994,0.007994,0.011122,0.011122,14460492.9,
19331009,0.019442,0.019442,0.024732,0.024732,14741635,
19331010,-0.00894,-0.009208,-0.008744,-0.008923,14605895.9,
19331011,0.000613,0.000613,-0.001834,-0.001834,14614856.5,
19331013,-0.038972,-0.038972,-0.03872,-0.03872,14045280.2,
19331014,0.00262,0.00262,-0.001835,-0.001835,14082074.9,
19331016,-0.069258,-0.069258,-0.079015,-0.079015,13106773.1,
19331017,0.033423,0.033423,0.033286,0.033286,13544846.5,
19331018,-0.047235,-0.047235,-0.055025,-0.055025,12905051.9,
19331019,-0.051709,-0.05183,-0.069042,-0.069336,12235033.1,
19331020,0.0301,0.0301,0.041947,0.041947,12603303,
19331021,-0.032932,-0.032932,-0.036725,-0.036725,12188252.4,
19331023,0.053116,0.052908,0.066115,0.065905,12833105.5,
19331024,0.043107,0.042914,0.055285,0.055157,13383826.4,
19331025,0.026399,0.026399,0.032498,0.032498,13737149.4,
19331026,-0.022493,-0.022493,-0.030768,-0.030768,13428165.8,
19331027,0.013287,0.013287,0.019334,0.019334,13606580.7,
19331028,-0.014543,-0.014543,-0.016926,-0.016926,13408699.9,
19331030,-0.038872,-0.038909,-0.040431,-0.040516,12886982,
19331031,-0.00924,-0.009403,-0.017479,-0.017625,12765801.2,
19331101,0.018036,0.018036,0.016324,0.016324,12996048.3,
19331102,0.012427,0.012427,0.016029,0.016029,13157544.1,
19331103,0.035028,0.034925,0.037934,0.037664,13617067.4,
19331104,-0.002279,-0.002279,0.002089,0.002089,13586027.4,
19331106,-0.007144,-0.007144,-0.010001,-0.010001,13488969.4,
19331108,0.036869,0.036869,0.043551,0.043551,13986289.8,
19331109,0.008656,0.007342,0.0111,0.010533,14088981.2,
19331110,-0.015629,-0.015629,-0.018174,-0.018174,13868783.4,
19331111,0.012027,0.012027,0.010601,0.010601,14035588.6,
19331113,-0.003471,-0.003471,-0.00893,-0.00893,13911446.5,
19331114,-0.012002,-0.013163,-0.0183,-0.018493,13802427.9,
19331115,-0.01051,-0.012086,-0.020975,-0.021154,13635618.4,
19331116,0.047511,0.047511,0.044792,0.044792,14283455.1,
19331117,-0.011309,-0.011334,-0.014466,-0.014524,13998523.5,
19331118,0.001795,0.001795,-0.001725,-0.001725,14136050.8,
19331120,0.029632,0.029632,0.028133,0.028133,14554933.8,
19331121,-0.010884,-0.010884,0.002045,0.002045,14396511.1,
19331122,-0.005512,-0.005512,-0.012143,-0.012143,14317153.6,
19331123,-0.019027,-0.019027,-0.023451,-0.023451,14044747.9,
19331124,0.015019,0.015019,0.027169,0.027169,14255688.9,
19331125,0.003035,0.003035,0.006081,0.006081,14298956.1,
19331127,-0.035878,-0.035878,-0.039425,-0.039425,13785940.2,
19331128,0.001417,0.000707,0.001015,0.000652,13795684.9,
19331129,0.020884,0.019797,0.018029,0.017145,14068799.6,
19331201,0.002242,0.002017,0.002156,0.002037,14097179.2,
19331202,0.001228,0.001228,-0.002071,-0.002071,14114486.2,
19331204,-0.00163,-0.001766,0.000423,0.000208,14087533.2,
19331205,0.030909,0.030909,0.036095,0.036095,14524959.5,
19331206,-0.005022,-0.005022,0.002396,0.002396,14452020.4,
19331207,0.008134,0.007743,0.007549,0.00719,14563917.8,
19331208,-0.009882,-0.009958,-0.009747,-0.009911,14418894.9,
19331209,0.018623,0.018623,0.021658,0.021658,14687412.4,
19331211,0.004059,0.004059,0.012288,0.012288,14747027.8,
19331212,-0.002585,-0.002585,-0.008508,-0.008508,14708913.2,
19331213,-0.010898,-0.010898,-0.007499,-0.007499,14511095.4,
19331214,0.00544,0.005415,0.003316,0.003227,14626199,
19331215,-0.016048,-0.016562,-0.019842,-0.020018,14363949.6,
19331216,-0.018674,-0.018674,-0.021795,-0.021795,14115942.2,
19331218,-0.011225,-0.011225,-0.013972,-0.013972,13957497.8,
19331219,-0.001333,-0.001575,-0.001706,-0.00198,13935518,
19331220,-0.018276,-0.018381,-0.031461,-0.031553,13679373.1,
19331221,-0.002378,-0.002378,0.006817,0.006817,13626189.2,
19331222,0.032838,0.032838,0.035604,0.035604,14095123.9,
19331223,-0.007688,-0.007688,-0.00658,-0.00658,13986484.4,
19331226,-0.020961,-0.020961,-0.028931,-0.028931,13693607.4,
19331227,0.012825,0.012825,0.008726,0.008726,13869227.8,
19331228,0.03076,0.030326,0.047501,0.04706,14289819.6,
19331229,-0.003684,-0.003773,-0.002962,-0.003147,14235907.6,
19331230,0.012406,0.012406,0.012376,0.012376,14350816.2,
19340102,0.001743,0.001743,0.007961,0.007961,14375825.1,
19340103,-0.01354,-0.01354,-0.012514,-0.012514,14181180.5,
19340104,-0.003356,-0.003386,-0.002738,-0.002899,14133156,
19340105,-0.012756,-0.012756,-0.019491,-0.019491,13952871.4,
19340106,-0.002718,-0.002718,0.000799,0.000799,13914945.2,
19340108,-0.001155,-0.001155,-0.000351,-0.000351,13898878.1,
19340109,0.012297,0.012297,0.011348,0.011348,13829705.5,
19340110,0.02724,0.026975,0.032991,0.032805,14441349.8,
19340111,0.005152,0.004847,0.012915,0.012753,14511346,
19340112,-0.010883,-0.010951,-0.001668,-0.002113,14352428.2,
19340113,-0.001345,-0.001345,-0.002149,-0.002149,14333131.1,
19340115,0.058617,0.058617,0.066662,0.066662,15173294.7,
19340116,0.006434,0.006434,0.012193,0.012193,15270920.6,
19340117,-0.001963,-0.001963,-0.000647,-0.000647,15240940.4,
19340118,-0.002228,-0.00233,0.005445,0.005164,15204290.8,
19340119,0.028497,0.028497,0.041849,0.041849,15637574.1,
19340120,0.001694,0.001694,0.004819,0.004819,15664070.6,
19340122,-0.004336,-0.004336,-0.008098,-0.008098,15596151.2,
19340123,0.012956,0.012793,0.013628,0.013483,15795680.4,
19340124,0.007113,0.006956,0.01366,0.013551,15905559.1,
19340125,-0.001223,-0.001223,-0.006785,-0.006785,15886107,
19340126,-0.008045,-0.008045,-0.005027,-0.005027,15758298.1,
19340127,-0.001882,-0.001882,-0.001976,-0.001976,15728648.8,
19340129,0.016202,0.016202,0.020063,0.020063,15983479.9,
19340130,0.01391,0.0138,0.020188,0.019905,16204049.9,
19340131,-0.013669,-0.013799,-0.01085,-0.010989,15980449.6,
19340201,0.02637,0.0258,0.028428,0.028173,16392749.8,
19340202,-0.000854,-0.000854,0.002976,0.002976,16378744.2,
19340203,0.01215,0.01215,0.022071,0.022071,16577746.2,
19340205,0.019318,0.019318,0.027426,0.027426,16898001.2,
19340206,0.000315,0.000315,0.010123,0.010123,16903316.2,
19340207,-0.031437,-0.031437,-0.039251,-0.039251,16371923,
19340208,0.005883,0.005224,0.006738,0.006279,16457444.4,
19340209,-0.027686,-0.027686,-0.029965,-0.029965,16001799.4,
19340210,-0.003205,-0.003205,-0.013043,-0.013043,15950517.9,
19340213,0.007146,0.007146,0.008097,0.008097,15965697.2,
19340214,0.007603,0.006314,0.01097,0.010672,16165723.2,
19340215,0.020365,0.019949,0.027062,0.02696,16488217.3,
19340216,0.002039,0.002039,0.006811,0.006811,16521830.8,
19340217,0.004152,0.004152,0.000264,0.000264,16590433.8,
19340219,-0.01933,-0.01933,-0.02244,-0.02244,16269739.4,
19340220,0.003378,0.003355,0.004491,0.004405,16324329.8,
19340221,0.002971,0.002971,0.002929,0.002929,16372836.6,
19340223,-0.026953,-0.026953,-0.03395,-0.03395,15931546.2,
19340224,-0.018146,-0.018146,-0.022292,-0.022292,15642451.1,
19340226,-0.022143,-0.022143,-0.028318,-0.028318,15296079.2,
19340227,0.01151,0.010687,0.014219,0.01378,15459541.3,
19340228,-0.004143,-0.004833,-0.000855,-0.001475,15384831.5,
19340301,-0.002842,-0.003002,-0.007301,-0.007407,15338642.1,
19340302,0.033343,0.033151,0.047435,0.047163,15847137.6,
19340303,-0.000542,-0.000542,-0.001629,-0.001629,15838550.8,
19340305,-0.004452,-0.004452,-0.006706,-0.006706,15768041.8,
19340306,-0.01145,-0.01145,-0.009683,-0.009683,15587501.7,
19340307,-0.025759,-0.026306,-0.031698,-0.032002,15177459.6,
19340308,0.019471,0.01925,0.022275,0.022096,15469623,
19340309,-0.005761,-0.005761,-0.004612,-0.004612,15380501.1,
19340310,0.002431,0.002431,0.002467,0.002467,15417888.3,
19340312,0.018533,0.018533,0.022789,0.022789,15703622.6,
19340313,0.000987,0.000707,0.004236,0.004042,15714718.3,
19340314,0.001382,0.001382,0.003975,0.003975,15736431.2,
19340315,-0.015964,-0.016715,-0.01698,-0.017257,15473391,
19340316,0.002637,0.002637,0.005495,0.005495,15514189.2,
19340317,-0.011656,-0.011656,-0.013604,-0.013604,15333356.1,
19340319,-0.023401,-0.023619,-0.030441,-0.03068,14971196.1,
19340320,0.020221,0.020221,0.018989,0.018989,15273927.6,
19340321,-0.019129,-0.019339,-0.020094,-0.020407,14978545,
19340322,0.018895,0.018895,0.019538,0.019538,15261566.2,
19340323,-0.00989,-0.00989,-0.009591,-0.009591,15110632.8,
19340324,0.016903,0.016903,0.015652,0.015652,15366045.2,
19340326,-0.000373,-0.000373,0.001791,0.001791,15360320.2,
19340327,-0.026823,-0.026823,-0.034966,-0.034966,14948304.4,
19340328,0.00251,0.002215,0.005551,0.005094,14981407.6,
19340329,0.016857,0.016857,0.016563,0.016563,15233947.2,
19340331,0.012393,0.012393,0.012512,0.012512,15422745.1,
19340402,0.000354,0.000354,0.003368,0.003368,15428208.2,
19340403,0.008399,0.008399,0.008188,0.008188,15557790,
19340404,0.001876,0.001876,0.0029,0.0029,15586972,
19340405,0.002942,0.002942,0.006,0.006,15632828.2,
19340406,0.0049,0.0049,0.000189,0.000189,15709431.2,
19340407,-0.002246,-0.002246,-0.000739,-0.000739,15674144.8,
19340409,-0.004587,-0.004615,-0.004497,-0.004631,15598784,
19340410,0.014862,0.014647,0.016412,0.016298,15683856.9,
19340411,-0.000368,-0.000391,-0.000389,-0.000442,15822132.1,
19340412,-0.002958,-0.002958,-0.000504,-0.000504,15775337.1,
19340413,-0.004066,-0.004129,-0.001799,-0.002132,15710199.7,
19340414,-0.000174,-0.000174,0.003745,0.003745,15704470.5,
19340416,-0.014956,-0.014956,-0.020723,-0.020723,15472445,
19340417,0.010199,0.010199,0.013323,0.013323,15630252.6,
19340418,0.012233,0.012233,0.016092,0.016092,15821458.6,
19340419,0.002182,0.002083,0.002511,0.002228,15852841.6,
19340420,0.010983,0.010614,0.01748,0.017356,16021100.1,
19340421,-0.002748,-0.002748,-0.004141,-0.004141,15977073.8,
19340423,-0.004888,-0.005201,0.001636,0.001383,15893971.3,
19340424,-0.007465,-0.007465,-0.007954,-0.007954,15766585.4,
19340425,-0.004781,-0.004781,-0.004521,-0.004521,15691201.1,
19340426,-0.013781,-0.013781,-0.015004,-0.015004,15505887.4,
19340427,0.001188,0.001006,0.000171,0.000048,15521491.5,
19340428,-0.008595,-0.008595,-0.010537,-0.010537,15388079.2,
19340430,-0.023382,-0.023519,-0.028258,-0.028397,15026163.2,
19340501,-0.000108,-0.000108,-0.000665,-0.000665,15024542,
19340502,-0.020105,-0.020105,-0.022307,-0.022307,14722472.1,
19340503,0.003693,0.003659,0.002634,0.002557,14776340.8,
19340504,0.002646,0.002571,0.005495,0.005284,14667940.9,
19340505,-0.01589,-0.01589,-0.023612,-0.023612,14579622.9,
19340507,-0.034848,-0.034848,-0.050157,-0.050157,14071552.8,
19340508,0.024412,0.024412,0.030936,0.030936,14415062.8,
19340509,-0.016444,-0.016711,-0.017003,-0.017201,14153367.9,
19340510,-0.023909,-0.024314,-0.027296,-0.027463,13830504.1,
19340511,-0.01019,-0.01019,-0.013169,-0.013169,13689567.3,
19340512,-0.014003,-0.014003,-0.02066,-0.02066,13497876.1,
19340514,0.003136,0.002893,0.005427,0.005339,13536927.4,
19340515,0.021233,0.020763,0.02796,0.027894,13817990.1,
19340516,-0.006842,-0.007617,-0.003931,-0.004016,13712736.1,
19340517,0.042849,0.042805,0.054387,0.054288,14299716,
19340518,-0.01217,-0.01217,-0.016016,-0.016016,14125682.8,
19340519,-0.001302,-0.001302,-0.000899,-0.000899,13872198.8,
19340521,0.004734,0.004734,0.004313,0.004313,14166281.5,
19340522,-0.022863,-0.022863,-0.024952,-0.024952,13848374.9,
19340523,-0.009167,-0.009167,-0.009901,-0.009901,13721425.2,
19340524,0.00335,0.00335,0.007931,0.007931,13767392.2,
19340525,0.010459,0.010459,0.009217,0.009217,13911382.8,
19340526,0.006643,0.006643,0.00786,0.00786,14003802.1,
19340528,0.007707,0.007707,0.00882,0.00882,14111733.1,
19340529,-0.003449,-0.004047,-0.007191,-0.007444,14032989.8,
19340531,-0.017749,-0.018883,-0.023347,-0.024263,13790183.8,
19340601,-0.024086,-0.024316,-0.025582,-0.025719,13454868.4,
19340602,-0.002798,-0.002798,-0.002493,-0.002493,13417220.3,
19340604,0.016153,0.015891,0.018497,0.018195,13630442.2,
19340605,0.023169,0.023169,0.027732,0.027732,13946252.2,
19340606,0.002877,0.002877,0.00324,0.00324,13986377,
19340607,-0.003643,-0.00404,-0.00633,-0.006552,13929873.1,
19340608,0.047194,0.047115,0.053415,0.053294,14586180.6,
19340609,0.005365,0.005365,0.00546,0.00546,14664432.1,
19340611,-0.013662,-0.013662,-0.016416,-0.016416,14464088.5,
19340612,0.011699,0.011699,0.014295,0.014295,14633306.5,
19340613,-0.00008,-0.00008,0.003555,0.003555,14632139.2,
19340614,-0.015514,-0.015864,-0.018765,-0.019074,14400015.2,
19340615,0.019685,0.019143,0.01849,0.018163,14675677.5,
19340616,0.014428,0.014428,0.019613,0.019613,14887423.2,
19340618,-0.000429,-0.000429,-0.000121,-0.000121,14881042.8,
19340619,-0.01714,-0.017365,-0.018771,-0.019032,14622637.4,
19340620,-0.010421,-0.010619,-0.013628,-0.013778,14467354.2,
19340621,-0.009551,-0.009551,-0.008966,-0.008966,14329173.4,
19340622,-0.022636,-0.022636,-0.028274,-0.028274,14004823.7,
19340623,0.00748,0.00748,0.012558,0.012558,14109579.8,
19340625,-0.010198,-0.010198,-0.013889,-0.013889,13543584.1,
19340626,0.023525,0.023525,0.030166,0.030166,14296850.8,
19340627,-0.003259,-0.003259,-0.002772,-0.002772,14250261.6,
19340628,0.006188,0.005587,0.005476,0.004888,14329883,
19340629,-0.017602,-0.017602,-0.021294,-0.021294,14077651.9,
19340630,0.000252,0.000252,0.000174,0.000174,14081193.2,
19340702,-0.014168,-0.014168,-0.020547,-0.020547,13881693.8,
19340703,-0.002746,-0.002746,-0.003724,-0.003724,13843577.1,
19340705,0.016914,0.016883,0.020844,0.020705,14077295.1,
19340706,0.009084,0.009084,0.008373,0.008373,14205178.5,
19340707,-0.002581,-0.002581,-0.005676,-0.005676,14168515.6,
19340709,-0.000506,-0.000506,-0.002529,-0.002529,14160361.6,
19340710,0.007351,0.007116,0.010254,0.010129,14261132.4,
19340711,0.004756,0.004707,0.006392,0.006279,14328257,
19340712,-0.008785,-0.008785,-0.014941,-0.014941,14203286.1,
19340713,0.001309,0.001274,0.002166,0.002005,14221378.9,
19340714,-0.000513,-0.000513,-0.00018,-0.00018,14214081.1,
19340716,-0.022469,-0.022469,-0.031013,-0.031013,13894702.3,
19340717,-0.003818,-0.003818,-0.004669,-0.004669,13841655.7,
19340718,0.017493,0.017493,0.01435,0.01435,14083787.4,
19340719,-0.010819,-0.010902,-0.014097,-0.014359,13930241.6,
19340720,-0.028139,-0.028139,-0.043236,-0.043236,13538258.1,
19340721,-0.003606,-0.003606,-0.008976,-0.008976,13489438.1,
19340723,-0.037278,-0.037465,-0.059625,-0.059804,12984053.1,
19340724,-0.011223,-0.011414,-0.018978,-0.019094,12835857.2,
19340725,0.009043,0.009043,0.01381,0.01381,12951938.2,
19340726,-0.079711,-0.079711,-0.101643,-0.101643,11919530.9,
19340727,0.028438,0.028438,0.038013,0.038013,12258501.9,
19340728,0.015118,0.015118,0.0288,0.0288,12443829.2,
19340730,-0.005855,-0.006386,-0.008573,-0.009312,12364368.6,
19340731,0.000931,0.000228,-0.000223,-0.000616,12380214.9,
19340801,0.030239,0.030239,0.043823,0.043823,12754584.6,
19340802,0.005385,0.005346,0.010102,0.010006,12822764.4,
19340803,-0.011486,-0.011571,-0.009011,-0.009254,12674389.2,
19340804,-0.021389,-0.021389,-0.026143,-0.026143,12403302.5,
19340806,-0.001127,-0.001127,-0.002888,-0.002888,12389326.8,
19340807,-0.002855,-0.002855,-0.00651,-0.00651,12353956.3,
19340808,0.01715,0.01715,0.026951,0.026951,12565826.8,
19340809,0.034595,0.033367,0.042155,0.041634,12985107.1,
19340810,-0.022533,-0.022533,-0.022163,-0.022163,12692519,
19340811,0.001284,0.001284,-0.004398,-0.004398,12708822.5,
19340813,0.026145,0.026145,0.033113,0.033113,13041091.1,
19340814,-0.008756,-0.009007,-0.013267,-0.013346,12923624.4,
19340815,-0.002257,-0.005238,0.000954,0.000618,12855934.2,
19340816,0.007971,0.007924,0.014932,0.01483,12949569.1,
19340817,-0.006467,-0.006467,-0.014488,-0.014488,12873885.1,
19340818,-0.004382,-0.004382,-0.003313,-0.003313,12817475.8,
19340820,-0.00434,-0.00434,-0.003905,-0.003905,12753938.6,
19340821,0.025281,0.025281,0.03375,0.03375,13076372.4,
19340822,0.023525,0.023525,0.031354,0.031354,13392394.1,
19340823,-0.005146,-0.005146,-0.002219,-0.002219,13323483.3,
19340824,0.018914,0.018914,0.027768,0.027768,13575487.6,
19340825,0.002184,0.002184,0.007336,0.007336,13605142.5,
19340827,-0.016687,-0.016687,-0.023299,-0.023299,13378120,
19340828,-0.005453,-0.005453,-0.008146,-0.008146,13305170.8,
19340829,-0.007857,-0.008022,-0.008447,-0.008512,13198438.5,
19340830,-0.010886,-0.012255,-0.018191,-0.019012,13036693.8,
19340831,-0.000772,-0.001327,-0.001882,-0.002345,13019396.1,
19340901,-0.002342,-0.002342,-0.000542,-0.000542,12988900.1,
19340904,-0.007202,-0.007473,-0.012663,-0.012958,12891839.9,
19340905,0.017393,0.017393,0.027924,0.027924,13116061.8,
19340906,-0.019959,-0.02057,-0.023858,-0.02421,12846262.9,
19340907,-0.011188,-0.011188,-0.0185,-0.0185,12702543.9,
19340908,-0.003421,-0.003421,-0.002304,-0.002304,12659090.9,
19340910,-0.022632,-0.022719,-0.026799,-0.026924,12371489.4,
19340911,0.003067,0.003067,0.002184,0.002184,12409432.4,
19340912,0.003855,0.003855,0.008082,0.008082,12457267.6,
19340913,-0.002694,-0.002975,-0.00276,-0.003039,12420202.4,
19340914,-0.029894,-0.029894,-0.037971,-0.037971,12048911.4,
19340915,0.006021,0.006021,0.001525,0.001525,12121455.2,
19340917,-0.007871,-0.008515,-0.007228,-0.007578,12018237.5,
19340918,0.009454,0.009454,0.010474,0.010474,11995426.4,
19340919,0.02758,0.02721,0.038772,0.038495,12321827.7,
19340920,0.004448,0.004448,0.009792,0.009792,12376640.4,
19340921,0.019096,0.019096,0.01986,0.01986,12612989.4,
19340922,0.002336,0.002336,0.00827,0.00827,12642453.2,
19340924,-0.007032,-0.007032,-0.006846,-0.006846,12553553.9,
19340925,0.028227,0.028227,0.033243,0.033243,13044739.8,
19340926,-0.006705,-0.006705,-0.006603,-0.006603,12821355.2,
19340927,0.0111,0.010532,0.015368,0.014828,12956384.9,
19340928,-0.011215,-0.011356,-0.010884,-0.011255,12809249.2,
19340929,0.00214,0.00214,-0.001957,-0.001957,12836657.9,
19341001,-0.032153,-0.032153,-0.040427,-0.040427,12555007.2,
19341002,0.004781,0.004781,0.007375,0.007375,12483312.2,
19341003,-0.002826,-0.002826,-0.004046,-0.004046,12448029,
19341004,-0.00098,-0.001016,-0.004192,-0.004365,12435386.4,
19341005,0.02125,0.02125,0.029064,0.029064,12699640.3,
19341006,-0.002305,-0.002305,-0.000127,-0.000127,12670365,
19341008,-0.007547,-0.007547,-0.012238,-0.012238,12704246.2,
19341009,-0.010961,-0.010961,-0.017502,-0.017502,12564994.2,
19341010,0.028253,0.027933,0.03438,0.034109,12915976.9,
19341011,0.013966,0.013966,0.024883,0.024883,13096359.9,
19341013,-0.011422,-0.011422,-0.009823,-0.009823,12946778.2,
19341015,-0.009985,-0.010061,-0.01092,-0.011226,12816519.5,
19341016,0.010014,0.010014,0.012779,0.012779,12944860.8,
19341017,0.001846,0.001846,-0.000729,-0.000729,12968760.9,
19341018,-0.003853,-0.003943,-0.004985,-0.005329,12917620.6,
19341019,-0.004811,-0.004811,-0.005323,-0.005323,12747336.7,
19341020,0.001164,0.001164,0.000563,0.000563,12869661.5,
19341022,-0.002451,-0.002451,-0.006746,-0.006746,12832755.1,
19341023,-0.004358,-0.004555,-0.006356,-0.006566,12779372.2,
19341024,0.020369,0.020175,0.033506,0.033399,13037196.9,
19341025,-0.024086,-0.024086,-0.02936,-0.02936,12723181,
19341026,-0.015349,-0.015349,-0.019336,-0.019336,12527898.1,
19341027,0.000563,0.000563,-0.001213,-0.001213,12534945.5,
19341029,-0.006298,-0.006298,-0.008643,-0.008643,12456001.9,
19341030,0.003356,0.003356,0.0032,0.0032,12497807.8,
19341031,0.002816,0.002648,-0.000232,-0.000388,12530900.4,
19341101,-0.004963,-0.005102,-0.009574,-0.009842,12466963.2,
19341102,0.011528,0.011528,0.016852,0.016852,12610678.4,
19341103,0.008469,0.008469,0.008724,0.008724,12717478.3,
19341105,0.007909,0.007824,0.008172,0.007894,12816975.8,
19341107,0.018534,0.018534,0.024765,0.024765,13053654.2,
19341108,-0.006331,-0.007513,-0.011391,-0.011897,12956446.5,
19341109,0.020394,0.020394,0.026902,0.026902,13220685.5,
19341110,0.001434,0.001434,0.000441,0.000441,13239641.1,
19341113,-0.008881,-0.008881,-0.015409,-0.015409,13122058.1,
19341114,-0.002,-0.004036,-0.003313,-0.003612,13069094.1,
19341115,0.004532,0.004532,0.006084,0.006084,13128326.8,
19341116,-0.007725,-0.007725,-0.016825,-0.016825,13026912.6,
19341117,-0.003477,-0.003477,0.002453,0.002453,12981618.6,
19341119,-0.002629,-0.002722,-0.002288,-0.00245,12946288.5,
19341120,0.001603,0.001603,-0.003703,-0.003703,12967036,
19341121,-0.004456,-0.004456,-0.005546,-0.005546,12909252.8,
19341122,0.0051,0.0051,0.005192,0.005192,12974210.2,
19341123,0.014151,0.014151,0.01655,0.01655,13158601.4,
19341124,0.012677,0.012677,0.017497,0.017497,13304117,
19341126,0.013157,0.013157,0.021177,0.021177,13500621.5,
19341127,-0.006729,-0.006729,-0.004094,-0.004094,13409772.2,
19341128,0.011144,0.009634,0.011137,0.010202,13538964.5,
19341130,0.000287,0.000218,-0.002016,-0.002279,13558813.6,
19341201,0.000172,0.000172,-0.002342,-0.002342,12679600.9,
19341203,-0.01181,-0.01181,-0.014369,-0.014369,13387072.2,
19341204,0.009917,0.009606,0.013997,0.01374,13515672.4,
19341205,0.007871,0.007404,0.011177,0.010946,13615744.5,
19341206,-0.001244,-0.001834,-0.005552,-0.005919,13568595.1,
19341207,-0.009292,-0.009292,-0.007317,-0.007317,13464485.6,
19341208,-0.005883,-0.005883,-0.00824,-0.00824,13385273.2,
19341210,-0.00409,-0.004193,-0.001807,-0.001938,13329153.5,
19341211,-0.020609,-0.020609,-0.024957,-0.024957,13054447.4,
19341212,0.001845,0.001845,0.000612,0.000612,13078531.4,
19341213,-0.005395,-0.005796,-0.001842,-0.002254,13002721.8,
19341214,-0.001089,-0.001089,-0.001242,-0.001242,12928339.4,
19341215,0.002842,0.002842,0.002913,0.002913,12970358.2,
19341217,0.003758,0.003156,0.004053,0.003731,13065357.4,
19341218,-0.001674,-0.001674,-0.002408,-0.002408,13043489.1,
19341219,-0.014012,-0.01456,-0.02293,-0.023416,12853582.3,
19341220,-0.00061,-0.000724,-0.003546,-0.003858,12844273.5,
19341221,0.002629,0.002629,-0.009709,-0.009709,12878040.8,
19341222,-0.001327,-0.001327,-0.001381,-0.001381,12860952.1,
