caldt,b30ret,b30ind,b20ret,b20ind,b10ret,b10ind,b7ret,b7ind,b5ret,b5ind,b2ret,b2ind,b1ret,b1ind,t90ret,t90ind,t30ret,t30ind,cpiret,cpiind
19251231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,,34.836930,,38.910820,,42.1
19260130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004042,34.977740,0.002951,39.025650,0.000000,42.1
19260227,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003237,35.090960,0.002768,39.133670,0.000000,42.1
19260331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002778,35.188430,0.002778,39.242380,-0.005587,41.9
19260430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003072,35.296530,0.003072,39.362930,0.005618,42.1
19260528,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001965,35.365890,0.000342,39.376390,-0.005587,41.9
19260630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003459,35.488240,0.003459,39.512620,-0.005618,41.6
19260731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002243,35.567840,0.002243,39.601220,-0.011299,41.2
19260831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002069,35.641420,0.002536,39.701650,-0.005714,40.9
19260930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002273,35.722450,0.002273,39.791920,0.005747,41.2
19261030,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003195,35.836580,0.003195,39.919040,0.005714,41.4
19261130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004337,35.991980,0.003093,40.042510,0.005682,41.6
19261231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002778,36.091970,0.002778,40.153750,0.000000,41.6
19270131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001413,36.142970,0.002463,40.252620,-0.011299,41.2
19270228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002524,36.234200,0.002570,40.356090,-0.005714,40.9
19270331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002959,36.341430,0.002959,40.475510,-0.005747,40.7
19270430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002546,36.433960,0.002546,40.578540,0.000000,40.7
19270531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003667,36.567560,0.003008,40.700600,0.005780,40.9
19270630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002583,36.662000,0.002583,40.805740,0.011494,41.4
19270730,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002991,36.771670,0.002991,40.927810,-0.017045,40.7
19270831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002963,36.880600,0.002757,41.040650,-0.005780,40.5
19270930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002096,36.957910,0.002096,41.126640,0.005814,40.7
19271031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002520,37.051060,0.002520,41.230300,0.005780,40.9
19271130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001997,37.125050,0.002086,41.316290,-0.005747,40.7
19271231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002230,37.207830,0.002230,41.408430,0.000000,40.7
19280131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002225,37.290600,0.002225,41.500570,0.000000,40.7
19280229,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002774,37.394070,0.003294,41.637270,-0.011561,40.2
19280331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002936,37.503840,0.002936,41.759520,0.000000,40.2
19280430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002224,37.587270,0.002224,41.852400,0.000000,40.2
19280531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001536,37.645000,0.002920,41.974580,0.005848,40.5
19280630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003122,37.762500,0.003122,42.105640,-0.005814,40.2
19280731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003226,37.884330,0.003226,42.241470,0.000000,40.2
19280831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003849,38.030150,0.003216,42.377310,0.000000,40.2
19280929,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002723,38.133720,0.002723,42.492720,0.011696,40.7
19281031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004378,38.300660,0.004378,42.678750,-0.005780,40.5
19281130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.011137,38.727200,0.003874,42.844090,0.000000,40.5
19281231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003451,38.860870,0.003451,42.991950,-0.005814,40.2
19290131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002734,38.967130,0.003332,43.135180,0.000000,40.2
19290228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004224,39.131700,0.003508,43.286500,0.000000,40.2
19290328,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003431,39.265960,0.003431,43.435020,-0.005848,40.0
19290430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003567,39.406040,0.003567,43.589970,-0.005882,39.8
19290531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003884,39.559080,0.004388,43.781250,0.005917,40.0
19290629,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.005193,39.764510,0.005193,44.008610,0.005882,40.2
19290731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003345,39.897520,0.003345,44.155810,0.011696,40.7
19290830,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004720,40.085850,0.004030,44.333750,0.000000,40.7
19290930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003573,40.229060,0.003573,44.492150,0.000000,40.7
19291031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004796,40.422020,0.004796,44.705540,0.000000,40.7
19291127,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.005018,40.624840,0.003547,44.864100,0.000000,40.7
19291231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003661,40.773560,0.003661,45.028340,-0.005780,40.5
19300131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000088,40.777150,0.001393,45.091070,-0.005814,40.2
19300228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.004951,40.979060,0.002964,45.224730,-0.005848,40.0
19300331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.003475,41.121440,0.003475,45.381890,-0.005882,39.8
19300430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002104,41.207980,0.002104,45.477380,0.005917,40.0
19300529,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.005098,41.418040,0.002581,45.594730,-0.005882,39.8
19300630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002693,41.529590,0.002693,45.717530,-0.005917,39.5
19300731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001984,41.611980,0.001984,45.808230,-0.011905,39.1
19300829,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001312,41.666570,0.000580,45.834810,-0.006024,38.8
19300930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002192,41.757910,0.002192,45.935280,0.006061,39.1
19301031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000866,41.794070,0.000866,45.975040,-0.006024,38.8
19301129,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000999,41.835810,0.000999,46.021000,-0.006061,38.6
19301231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001398,41.894300,0.001398,46.085320,-0.018293,37.9
19310131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002737,42.008980,0.000555,46.110880,-0.012422,37.4
19310228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000407,42.026090,0.000407,46.129680,-0.012579,36.9
19310331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000755,42.057790,0.001887,46.216720,-0.006369,36.7
19310430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001123,42.105030,0.000827,46.254930,-0.006410,36.5
19310529,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000687,42.133940,0.000875,46.295400,-0.012903,36.0
19310630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000890,42.171460,0.000504,46.318740,-0.013072,35.5
19310731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000324,42.185120,0.000591,46.346140,0.000000,35.5
19310831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000310,42.198180,0.000388,46.364080,0.000000,35.5
19310930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.001059,42.153520,0.000417,46.383410,-0.006623,35.3
19311031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000288,42.141360,0.000812,46.421080,-0.006667,35.1
19311130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002097,42.229740,0.001669,46.498590,-0.013423,34.6
19311231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000929,42.190520,0.001252,46.556760,-0.006803,34.4
19320130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000523,42.212570,0.002367,46.666960,-0.020548,33.6
19320229,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000930,42.251830,0.001447,46.734470,-0.013986,33.2
19320331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001706,42.323910,0.001147,46.788090,-0.007092,32.9
19320430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002487,42.429190,0.001145,46.841670,-0.007143,32.7
19320531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001033,42.473010,0.000445,46.862480,-0.014388,32.2
19320630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000271,42.484510,0.000220,46.872800,-0.007299,32.0
19320730,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000292,42.496910,0.000250,46.884510,0.000000,32.0
19320831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000411,42.514400,0.000267,46.897040,-0.007353,31.8
19320930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000483,42.534920,0.000309,46.911510,-0.007407,31.5
19321031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000213,42.543970,0.000178,46.919880,-0.007463,31.3
19321130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000224,42.553520,0.000146,46.926690,-0.007519,31.1
19321231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000108,42.558120,0.000108,46.931780,-0.007576,30.8
19330131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000108,42.562720,0.000108,46.936840,-0.015267,30.4
19330228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000615,42.536520,-0.000265,46.924390,-0.015504,29.9
19330331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000024,42.535510,0.000420,46.944120,-0.007874,29.6
19330429,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.002990,42.662700,0.000978,46.990030,0.000000,29.6
19330531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000765,42.695340,0.000389,47.008320,0.000000,29.6
19330630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000377,42.711430,0.000236,47.019410,0.007937,29.9
19330731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000175,42.718890,0.000191,47.028360,0.031496,30.8
19330831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000509,42.740630,0.000229,47.039180,0.007634,31.1
19330930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000229,42.750420,0.000151,47.046260,0.000000,31.1
19331031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000112,42.745640,0.000111,47.051470,0.000000,31.1
19331129,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000006,42.745890,0.000181,47.060000,0.000000,31.1
19331230,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000241,42.756200,0.000201,47.069450,0.000000,31.1
19340131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000907,42.794970,0.000422,47.089330,0.000000,31.1
19340228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.001052,42.839980,0.000248,47.101010,0.007576,31.3
19340331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000532,42.862800,0.000210,47.110930,0.000000,31.3
19340430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000062,42.865450,0.000062,47.113850,0.000000,31.3
19340531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000065,42.868240,0.000065,47.116880,0.000000,31.3
19340630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000063,42.870920,0.000062,47.119840,0.007519,31.5
19340731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000065,42.873710,0.000067,47.122950,0.000000,31.5
19340831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000065,42.876490,0.000065,47.126030,0.000000,31.5
19340929,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000044,42.878410,0.000058,47.128750,0.014925,32.0
19341031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000150,42.884820,0.000089,47.132950,-0.007353,31.8
19341130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000104,42.889280,0.000083,47.136880,0.000000,31.8
19341231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000188,42.897360,0.000115,47.142250,-0.007407,31.5
19350131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000067,42.894470,0.000063,47.145210,0.014925,32.0
19350228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000242,42.904850,0.000172,47.153300,0.007353,32.2
19350330,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000125,42.910210,0.000142,47.160000,0.000000,32.2
19350430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,42.915750,0.000133,47.166300,0.007299,32.5
19350531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,42.921290,0.000150,47.173380,0.000000,32.5
19350629,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000121,42.926480,0.000138,47.179840,-0.007246,32.2
19350731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000133,42.932200,0.000133,47.186140,0.000000,32.2
19350831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,42.937740,0.000146,47.193030,0.000000,32.2
19350930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000125,42.943100,0.000125,47.198910,0.000000,32.2
19351030,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000167,42.950280,0.000125,47.204820,0.000000,32.2
19351130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000256,42.961250,0.000239,47.216110,0.007299,32.5
19351231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,42.966790,0.000086,47.220150,0.000000,32.5
19360131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,42.972360,0.000129,47.226260,0.000000,32.5
19360229,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000161,42.979260,0.000121,47.231980,0.000000,32.5
19360331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000172,42.986650,0.000172,47.240070,-0.007246,32.2
19360430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000167,42.993820,0.000167,47.247970,0.000000,32.2
19360529,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000161,43.000760,0.000161,47.255600,0.000000,32.2
19360630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000306,43.013920,0.000306,47.270040,0.007299,32.5
19360731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,43.019460,0.000129,47.276150,0.007246,32.7
19360831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000145,43.025700,0.000171,47.284240,0.007194,32.9
19360930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000098,43.029910,0.000083,47.288170,0.000000,32.9
19361031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000289,43.042350,0.000197,47.297470,0.000000,32.9
19361130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000083,43.045940,0.000083,47.301400,0.000000,32.9
19361231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000018,43.046710,0.000028,47.302720,0.000000,32.9
19370130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000126,43.052140,0.000113,47.308090,0.007143,33.2
19370227,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000171,43.059490,0.000171,47.316180,0.000000,33.2
19370331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000167,43.052310,0.000141,47.322840,0.007092,33.4
19370430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000501,43.073880,0.000486,47.345870,0.007042,33.6
19370528,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000892,43.112300,0.000634,47.375870,0.006993,33.9
19370630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000600,43.138150,0.000275,47.388910,0.000000,33.9
19370731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000385,43.154770,0.000321,47.404120,0.006944,34.1
19370831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000149,43.161180,0.000267,47.416770,0.000000,34.1
19370930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000720,43.192250,0.000367,47.434160,0.006897,34.4
19371030,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000258,43.203400,0.000167,47.442100,0.000000,34.4
19371130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000482,43.224230,0.000196,47.451360,-0.006849,34.1
19371231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000316,43.237890,0.000044,47.453460,-0.006897,33.9
19380131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000151,43.244440,0.000034,47.455060,-0.013889,33.4
19380228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000206,43.253320,0.000048,47.457350,-0.007042,33.2
19380331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000026,43.254470,0.000025,47.458520,0.000000,33.2
19380430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000192,43.262760,0.000123,47.464360,0.007092,33.4
19380531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000095,43.266870,-0.000060,47.461520,-0.007042,33.2
19380630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000009,43.267260,0.000013,47.462140,0.000000,33.2
19380730,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000062,43.264580,-0.000054,47.459570,0.000000,33.2
19380831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000052,43.266840,0.000036,47.461240,0.000000,33.2
19380930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000184,43.274780,0.000182,47.469880,0.000000,33.2
19381031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000112,43.279630,0.000104,47.474820,-0.007092,32.9
19381130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000620,43.252800,-0.000061,47.471910,0.000000,32.9
19381231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000091,43.256740,0.000018,47.472760,0.000000,32.9
19390131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000049,43.254610,-0.000134,47.466420,0.000000,32.9
19390228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000090,43.258510,0.000090,47.470660,-0.007143,32.7
19390331,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000093,43.254510,-0.000093,47.466260,0.000000,32.7
19390429,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000038,43.252840,-0.000038,47.464470,-0.007194,32.5
19390531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000091,43.256770,0.000013,47.465100,0.000000,32.5
19390630,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000013,43.257330,0.000119,47.470740,0.000000,32.5
19390731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000005,43.257570,0.000012,47.471320,0.000000,32.5
19390831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000022,43.258510,-0.000057,47.468600,0.000000,32.5
19390930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000064,43.261270,0.000099,47.473310,0.021739,33.2
19391031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000022,43.262240,0.000022,47.474360,-0.007092,32.9
19391130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000021,43.263150,0.000021,47.475330,0.000000,32.9
19391230,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000025,43.264230,0.000021,47.476340,0.000000,32.9
19400131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000018,43.264990,-0.000060,47.473460,-0.007143,32.7
19400229,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000000,43.264990,0.000016,47.474240,0.007194,32.9
19400330,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000086,43.268720,0.000000,47.474240,0.000000,32.9
19400430,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000009,43.269100,-0.000147,47.467240,0.000000,32.9
19400531,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000098,43.264890,-0.000153,47.459960,0.000000,32.9
19400629,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000049,43.266980,0.000041,47.461910,0.007143,33.2
19400731,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000129,43.272590,0.000036,47.463620,-0.007092,32.9
19400831,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,-0.000061,43.269940,-0.000061,47.460700,0.000000,32.9
19400930,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000017,43.270670,0.000017,47.461520,0.000000,32.9
19401031,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000017,43.271400,-0.000140,47.454900,0.000000,32.9
19401130,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000017,43.272140,0.000017,47.455720,0.000000,32.9
19401231,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,,39.545980,,39.843570,0.000009,43.272520,-0.000147,47.448710,0.007143,33.2
19410131,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,-0.006832,39.275800,-0.006832,39.571360,-0.000069,43.269560,-0.000069,47.445450,0.000000,33.2
19410228,,50.270880,,49.268750,,46.975440,,40.414100,,38.345210,-0.000362,39.261570,-0.000362,39.557020,-0.000092,43.265550,-0.000075,47.441910,0.000000,33.2
